null,GGKA,GSKV,EGKA,egka,GGKV,GSKA,lib
357.109985,756.859985,1421.469971,129.559998,185.319992,2110.679932,912.659973,547.76001
421.070007,2164.800049,1499.780029,92.659996,32.389999,60.27,756.450012,140.630005
176.709991,2633.02002,1282.069946,2044.26001,162.360001,1952.01001,850.75,522.75
335.790009,1864.679932,2491.159912,430.5,59.040001,3682.209961,225.5,118.080002
79.540001,2187.76001,2450.159912,139.399994,142.679993,925.779968,840.909973,182.449997
601.880005,2808.909912,1681.819946,86.510002,68.059998,4058.179932,626.47998,209.919998
325.540009,3966.75,201.309998,374.329987,312.419983,1325.939941,52.48,107.419998
227.139999,2282.879883,1227.949951,285.359985,129.149994,1353.819946,2179.969971,84.459999
240.669998,1407.939941,2377.590088,92.659996,131.610001,1953.650024,245.589996,367.769989
55.759998,4689.580078,50.43,150.059998,84.459999,2241.469971,204.179993,52.889999
84.870003,1536.679932,335.790009,164.819992,93.889999,2309.939941,3131.169922,75.029999
120.540001,7141.379883,1542.829956,45.919998,176.709991,93.889999,622.789978,87.739998
453.459991,2487.879883,670.349976,1037.709961,101.269997,2811.369873,196.389999,405.48999
202.539993,7086.029785,161.130005,74.620003,51.66,563.75,171.789993,247.639999
59.450001,1735.530029,450.179993,630.169983,139.399994,3412.840088,957.349976,236.979996
367.769989,3847.439941,142.679993,77.900002,107.010002,5844.549805,240.669998,70.519997
399.339996,5673.989746,310.369995,136.119995,80.769997,1575.219971,1708.469971,904.869995
591.630005,653.950012,1640.819946,146.779999,86.919998,3731,600.23999,90.199997
227.550003,4261.129883,179.169998,79.129997,78.309998,3194.310059,2290.669922,23.780001
461.25,4740.009766,169.330002,710.119995,59.450001,1066.819946,711.349976,150.470001
298.480011,734.719971,107.010002,40.18,471.089996,1507.97998,619.51001,111.519997
526.029968,8903.969727,59.860001,462.889984,108.650002,2200.060059,1822.859985,51.25
78.309998,877.399963,97.169998,114.799995,145.959991,3494.429932,1103.309937,60.68
284.130005,3415.300049,756.039978,183.270004,68.470001,7962.199707,91.839996,111.93
54.529999,1593.670044,362.850006,64.370003,153.339996,2480.5,282.079987,64.779999
1581.369995,3593.649902,261.579987,50.43,118.489998,1888.049927,2388.25,66.830002
67.239998,2844.580078,3230.800049,873.299988,235.339996,1589.97998,878.630005,57.399998
78.720001,1603.099976,109.470001,264.040009,31.98,2775.699951,1980.299927,278.799988
110.699997,539.150024,3193.48999,135.300003,43.459999,3702.300049,1122.98999,131.610001
1109.050049,3203.330078,2408.340088,65.599998,64.370003,3332.889893,448.949982,137.759995
522.339966,2729.369873,3143.469971,585.890015,77.080002,403.440002,66.830002,958.169983
163.179993,2404.649902,1157.02002,680.599976,99.220001,1428.849976,1146.77002,252.149994
84.459999,1167.679932,1424.75,52.07,94.709999,1947.5,655.589966,460.429993
1150.459961,1235.73999,11234,32.389999,52.07,2162.340088,1546.929932,406.309998
77.489998,3940.099854,51.66,189.009995,413.279999,3391.52002,1349.719971,678.140015
110.290001,9765.790039,60.68,51.66,233.699997,4255.390137,156.209991,556.369995
76.669998,546.940002,1425.97998,444.440002,180.399994,1750.699951,1714.209961,424.76001
1125.859985,6667.419922,2696.159912,34.029999,104.549995,979.899963,1833.52002,77.489998
118.080002,2222.609863,587.119995,144.319992,397.699982,1385.800049,163.589996,180.399994
72.979996,4843.739746,1935.609985,129.149994,63.549999,1813.02002,829.02002,228.779999
261.169983,4021.689941,424.350006,330.869995,71.339996,647.390015,1407.530029,437.470001
101.68,7176.640137,1477.640015,107.830002,39.77,6465.699707,430.089996,28.699999
270.190002,447.309998,4467.77002,280.850006,125.049995,2207.850098,65.190002,82.82
49.610001,6652.660156,1184.079956,63.959999,345.630005,2897.060059,1845.819946,123
97.169998,5300.890137,319.799988,36.900002,99.629997,3627.679932,283.720001,122.589996
109.470001,5844.959961,5836.350098,94.299995,43.049999,3364.869873,917.98999,118.489998
47.560001,1293.140015,454.279999,191.470001,369,1148,4731.399902,229.190002
43.869999,7156.549805,389.910004,57.399998,137.350006,341.529999,58.630001,86.510002
113.159996,3062.699951,225.089996,143.089996,220.580002,933.159973,47.970001,53.299999
1416.959961,1747.420044,375.149994,66.830002,290.690002,1246.400024,1037.709961,90.199997
312.419983,2415.719971,938.899963,37.720001,123.409996,738.409973,499.380005,145.959991
46.739998,4938.040039,4686.709961,46.329998,241.490005,2019.25,2968.810059,81.18
181.220001,1116.839966,1086.089966,82.82,311.190002,4895.399902,1144.719971,53.299999
912.659973,1908.959961,7892.5,264.859985,1400.150024,2311.169922,458.790009,318.980011
919.630005,6638.719727,121.360001,116.029999,259.940002,1377.599976,1711.75,1113.150024
141.860001,1523.559937,770.799988,148.009995,43.049999,3829.399902,1141.849976,73.800003
100.040001,1241.47998,205,105.370003,133.25,1265.670044,1232.050049,48.380001
348.089996,4381.259766,57.810001,347.269989,407.949982,2422.689941,3221.369873,412.869995
149.649994,4793.310059,79.949997,88.970001,91.839996,1298.469971,254.199997,190.240005
77.080002,1366.939941,86.099998,154.979996,123,1316.099976,730.619995,75.440002
73.389999,2995.869873,248.869995,54.529999,116.849998,737.589966,66.830002,123
89.790001,1245.170044,70.519997,218.529999,109.059998,1236.559937,781.869995,54.119999
124.639999,4369.370117,1750.290039,312.829987,38.130001,4534.600098,594.5,127.510002
66.830002,1717.48999,384.579987,123.409996,66.010002,4950.75,67.650002,620.73999
75.029999,1864.27002,5474.319824,84.870003,23.780001,385.399994,669.529968,163.179993
189.419998,1063.949951,5963.859863,103.729996,55.349998,2938.879883,945.869995,523.159973
566.210022,2672.790039,148.419998,186.959991,44.689999,304.220001,1151.689941,578.099976
63.549999,1107.410034,1729.380005,1737.579956,142.270004,1712.97998,242.309998,410
68.470001,1756.030029,2714.199951,217.300003,116.029999,394.419983,958.98999,43.869999
157.850006,1198.02002,143.5,70.519997,122.589996,4659.239746,515.369995,63.549999
55.349998,2192.27002,149.240005,94.299995,53.709999,77.080002,1013.52002,175.479996
354.23999,1825.319946,471.910004,104.549995,49.610001,3232.030029,814.669983,132.839996
50.02,2469.02002,4711.719727,52.07,89.379997,475.190002,565.390015,36.489998
84.459999,1304.619995,135.300003,158.669998,88.970001,894.619995,84.050003,140.220001
155.389999,1645.73999,2215.639893,125.049995,89.790001,2584.639893,421.889984,195.160004
79.129997,3133.219971,11527.55957,170.559998,100.860001,310.779999,659.279968,143.5
136.119995,2123.389893,1830.650024,229.599991,543.25,3350.929932,1280.839966,61.5
119.309998,669.529968,503.889984,69.699997,110.699997,2175.869873,380.070007,284.540009
117.260002,362.850006,258.709991,223.449997,264.859985,2985.209961,187.779999,195.569992
765.059998,1381.699951,489.130005,635.089966,216.889999,1284.530029,2157.419922,212.380005
68.879997,664.609985,784.73999,401.389984,57.810001,726.109985,3105.75,133.25
107.830002,2305.02002,255.839996,63.959999,32.799999,1315.689941,3474.75,425.98999
93.07,818.359985,7021.25,87.330002,31.16,964.72998,1676.48999,103.729996
211.559998,4891.299805,111.519997,56.579998,366.130005,720.779968,1540.369995,238.619995
190.240005,73.800003,218.119995,78.309998,61.5,338.660004,2977.419922,138.990005
500.199982,6170.910156,121.360001,106.599998,205.819992,1301.339966,1359.150024,86.510002
73.800003,2302.149902,1298.880005,171.380005,204.589996,1277.150024,434.190002,221.809998
68.470001,7948.259766,398.109985,90.610001,529.719971,1430.079956,1727.73999,168.509995
73.389999,5072.930176,209.099991,104.139999,65.599998,167.690002,341.940002,392.779999
167.690002,2173,8912.580078,295.200012,50.43,1240.25,881.5,96.349998
923.72998,3665.810059,207.459991,292.329987,73.389999,2267.709961,104.139999,37.310001
63.139999,27234.66016,92.659996,77.080002,73.800003,1544.469971,2550.609863,217.300003
447.309998,2421.050049,1596.949951,71.75,59.450001,4632.180176,3783.070068,604.75
123,1802.359985,6281.199707,101.68,433.779999,2803.98999,965.960022,120.129997
105.779999,288.639984,139.809998,25.42,100.860001,365.309998,412.459991,85.690002
843.369995,2275.909912,806.469971,727.75,185.319992,1053.290039,99.629997,62.32
95.529999,3630.550049,34.439999,159.490005,135.300003,2980.290039,677.320007,363.669983
27.879999,9744.469727,876.98999,610.48999,638.779968,1659.679932,164,102.909996
127.099998,2256.639893,1968,71.339996,148.419998,1175.880005,1650.660034,159.080002
77.489998,1170.959961,279.209991,332.100006,189.419998,873.710022,451.410004,301.350006
100.860001,1760.540039,1337.01001,312.419983,537.099976,3267.290039,1209.089966,649.440002
154.160004,5550.580078,188.190002,973.339966,51.66,1105.77002,4445.219727,265.269989
188.599991,3063.109863,381.709991,48.380001,6.56,2523.959961,325.950012,133.25
245.179993,1090.599976,912.25,209.099991,66.830002,97.989998,3801.52002,139.809998
120.129997,5033.160156,3011.040039,313.23999,1569.890015,1876.569946,1798.26001,138.990005
60.27,806.059998,1628.109985,77.080002,312.419983,1726.099976,733.899963,103.32
83.639999,1203.349976,1780.630005,46.739998,98.400002,2724.859863,189.419998,291.51001
396.880005,2191.040039,69.699997,466.98999,81.18,3943.790039,1583.01001,412.869995
50.84,531.359985,126.279999,336.609985,153.75,1895.839966,2702.310059,918.399963
948.330017,3462.859863,192.699997,346.450012,418.199982,2928.629883,329.639984,84.459999
352.600006,8879.780273,94.709999,179.580002,1373.910034,592.039978,133.660004,50.02
144.729996,1363.660034,1782.679932,49.610001,63.549999,1767.51001,70.93,70.110001
78.720001,2862.619873,50.84,2340.689941,156.209991,1806.869995,421.070007,209.099991
27.059999,1548.160034,5069.649902,129.149994,105.779999,3568.22998,4289.009766,303.399994
776.950012,1555.540039,86.510002,121.360001,423.119995,1240.25,265.269989,123
543.659973,3911.399902,424.350006,1198.02002,475.600006,1199.25,1173.420044,512.909973
237.800003,691.669983,1502.650024,237.800003,183.270004,1156.609985,1301.339966,129.149994
79.949997,5284.899902,102.909996,46.739998,61.91,3765.849854,876.580017,156.209991
196.389999,3946.659912,1673.619995,83.229996,1112.329956,374.73999,1645.329956,105.370003
148.830002,1183.670044,1084.449951,25.83,332.100006,3677.699951,462.889984,80.769997
108.239998,3248.840088,214.020004,156.619995,123.82,3017.189941,277.160004,230.009995
39.77,240.669998,37.720001,297.660004,113.159996,1589.97998,79.540001,538.73999
173.839996,2316.090088,935.210022,56.169998,110.699997,910.609985,59.860001,86.510002
557.190002,3263.599854,1329.219971,123,227.550003,592.450012,812.210022,123.82
92.659996,2391.939941,188.190002,699.460022,626.47998,2661.310059,86.510002,101.68
112.75,1571.119995,184.5,203.770004,111.110001,2894.189941,577.279968,81.589996
140.630005,2531.75,248.869995,129.149994,77.900002,2790.869873,627.710022,239.440002
103.32,5040.129883,328.820007,92.659996,598.599976,3161.919922,710.119995,295.609985
558.01001,17063.78906,434.190002,59.040001,42.639999,3383.72998,420.25,563.339966
539.150024,1050.420044,1963.48999,405.079987,64.370003,52.07,6671.109863,168.100006
97.169998,869.609985,133.25,103.32,358.339996,1211.959961,151.699997,366.540009
199.259995,210.740005,259.940002,180.809998,135.709991,7146.709961,1212.780029,45.099998
147.190002,3104.929932,146.779999,95.529999,296.429993,3588.320068,390.320007,262.399994
225.089996,1923.719971,1186.540039,134.889999,123,2456.719971,707.25,108.650002
640.419983,1954.880005,175.069992,94.709999,115.620003,207.050003,649.849976,134.889999
86.510002,740.869995,1886.819946,132.020004,111.110001,1150.050049,203.360001,109.059998
47.970001,1613.349976,255.020004,239.029999,510.040009,2059.429932,1167.27002,59.860001
59.860001,6180.75,129.970001,39.77,68.470001,1630.569946,1186.130005,112.75
77.900002,1690.839966,14674.30957,42.639999,425.579987,480.929993,628.940002,259.119995
108.239998,3730.179932,1044.679932,184.5,111.110001,562.52002,2274.27002,196.800003
229.190002,1470.670044,193.520004,269.369995,78.309998,1195.559937,1427.209961,77.900002
196.800003,3566.179932,122.18,488.720001,450.589996,1515.359985,145.139999,242.309998
209.919998,899.130005,1082.400024,53.709999,57.399998,1296.420044,671.580017,119.309998
152.110001,228.779999,109.059998,177.529999,414.919983,4432.509766,1691.25,67.650002
243.949997,5708.839844,110.290001,109.470001,41.82,2640.810059,807.289978,177.940002
201.309998,2004.900024,267.730011,82.82,275.929993,4175.850098,2407.52002,64.370003
117.669998,4292.290039,2071.320068,40.59,158.259995,2152.5,1913.469971,127.919998
111.110001,3765.849854,175.889999,103.32,110.290001,4519.02002,496.919983,845.419983
216.479996,220.169998,86.099998,534.22998,65.190002,911.839966,8361.540039,97.169998
170.559998,2805.629883,3751.909912,456.73999,197.619995,6353.359863,133.25,48.380001
858.950012,2608.01001,3498.939941,739.22998,60.27,660.919983,391.549988,114.389999
66.830002,1817.939941,132.020004,256.660004,393.600006,2189.810059,2941.75,89.790001
157.440002,626.890015,1820.809937,43.459999,219.759995,1536.679932,78.720001,69.290001
356.699982,950.789978,177.940002,615.820007,98.809998,1704.369995,2724.449951,174.25
283.309998,5018.810059,570.309998,109.879997,328,2704.77002,864.690002,65.599998
116.440002,1726.099976,3140.189941,946.279968,976.619995,3811.77002,1393.179932,60.68
117.260002,2297.639893,506.350006,118.900002,57.810001,1853.609985,1243.939941,407.130005
188.190002,478.059998,319.389984,66.830002,68.470001,1092.23999,1513.309937,49.200001
507.98999,899.539978,141.039993,78.720001,407.540009,1856.069946,1694.119995,728.97998
77.900002,2406.699951,769.159973,452.639984,103.729996,2150.859863,694.539978,192.699997
86.099998,2756.429932,397.290009,88.150002,391.959991,335.380005,812.619995,69.699997
54.119999,2891.320068,102.5,621.559998,63.959999,2063.939941,1935.199951,113.57
113.57,4628.080078,1535.859985,338.25,68.470001,65.190002,1518.640015,64.370003
111.110001,751.529968,922.089966,183.270004,388.679993,5204.129883,788.839966,194.339996
80.360001,728.159973,7186.47998,441.570007,49.610001,517.01001,91.43,138.580002
299.299988,4668.669922,378.839996,106.190002,243.539993,1327.170044,667.890015,411.639984
163.179993,3485.820068,119.720001,88.970001,101.68,542.429993,707.25,69.290001
59.040001,1169.319946,531.77002,88.150002,40.18,2103.300049,966.779968,100.040001
517.419983,1374.319946,173.839996,42.639999,45.919998,3275.899902,364.899994,89.790001
106.599998,2264.02002,879.450012,38.950001,44.279999,2275.909912,1291.089966,90.610001
142.679993,624.429993,469.859985,198.849991,160.309998,1384.97998,694.130005,144.729996
309.549988,221.399994,354.649994,53.299999,100.449997,3917.139893,3480.080078,125.459999
152.520004,119.309998,148.009995,74.620003,77.080002,601.469971,364.899994,91.43
169.330002,1146.359985,1091.829956,45.509998,135.300003,2715.840088,488.309998,46.739998
101.269997,997.940002,1517.819946,965.960022,136.940002,4418.97998,1647.790039,157.029999
20.91,2237.780029,462.070007,238.209991,99.220001,3567.409912,1835.160034,97.169998
191.059998,12200.37012,709.299988,195.160004,477.23999,2751.51001,451.820007,359.160004
134.889999,7335.310059,629.349976,88.970001,142.679993,1687.559937,831.070007,1290.679932
140.220001,879.859985,38.130001,171.789993,101.68,348.910004,890.52002,458.790009
138.990005,8269.290039,558.830017,46.739998,352.600006,1683.869995,1827.369995,263.630005
170.970001,639.599976,11622.67969,84.050003,91.019997,1283.300049,1250.910034,74.209999
134.069992,3369.379883,10.66,422.709991,61.5,709.299988,70.110001,197.619995
127.099998,2070.909912,122.589996,87.739998,150.470001,521.52002,3323.050049,92.659996
1364.069946,4123.370117,175.889999,148.419998,87.739998,335.790009,1410.809937,66.419998
156.619995,2492.800049,823.690002,412.459991,599.419983,1045.5,382.529999,375.559998
97.169998,792.529968,84.870003,1053.290039,43.049999,957.349976,509.630005,91.839996
124.229996,4618.239746,250.919998,35.259998,118.900002,3446.459961,2462.050049,77.080002
83.639999,3251.709961,115.209999,211.970001,88.150002,1098.800049,1383.75,180.399994
130.789993,3419.810059,78.720001,703.969971,176.709991,634.27002,1744.959961,36.489998
72.57,7804.350098,184.5,676.5,141.039993,1725.689941,469.449982,545.710022
145.139999,5528.439941,359.980011,103.729996,134.889999,2642.040039,38.950001,66.010002
77.080002,1384.160034,399.75,77.900002,123.409996,949.969971,993.839966,309.959991
256.660004,94.299995,705.609985,553.909973,71.75,941.77002,922.5,82
148.830002,2525.189941,57.399998,365.720001,251.330002,1312.410034,289.869995,202.949997
339.070007,1612.939941,678.960022,1082.809937,123.409996,5655.540039,1225.48999,86.099998
198.849991,1835.160034,914.299988,154.979996,258.299988,1088.959961,364.48999,31.98
346.859985,2922.070068,4285.319824,43.869999,176.709991,1521.920044,326.769989,56.169998
198.029999,808.52002,137.350006,75.440002,104.549995,3252.530029,2538.310059,415.329987
298.480011,2522.320068,166.459991,123.82,58.220001,3348.469971,172.199997,424.76001
20.91,707.659973,2895.01001,60.27,68.879997,279.209991,1607.199951,194.339996
190.240005,3791.27002,380.070007,112.75,54.529999,2327.570068,110.699997,74.209999
440.75,7368.930176,2382.919922,45.919998,37.720001,1616.219971,275.929993,857.309998
418.199982,2999.149902,155.800003,130.789993,81.589996,2129.129883,45.919998,108.239998
197.619995,6189.359863,5759.27002,33.209999,59.040001,821.22998,2095.51001,34.439999
547.349976,1036.890015,1592.030029,59.860001,173.429993,1330.449951,3293.119873,142.679993
423.940002,5400.52002,895.029968,150.470001,125.459999,2495.26001,451.820007,74.209999
72.57,1124.630005,88.970001,1562.51001,958.169983,4028.25,72.979996,212.380005
158.669998,2606.780029,138.580002,194.75,82.82,606.799988,1735.530029,442.799988
33.209999,1906.910034,1560.869995,176.709991,97.580002,1676.900024,635.5,390.730011
93.889999,2843.349854,103.32,858.130005,380.480011,699.049988,718.72998,239.849991
102.5,1214.01001,171.789993,655.179993,96.760002,1929.869995,160.309998,50.43
90.199997,607.619995,203.770004,79.129997,107.419998,1184.900024,443.619995,725.289978
331.279999,2625.639893,223.860001,169.740005,491.589996,6163.120117,1792.109985,59.040001
67.650002,1020.48999,2132,59.040001,271.829987,579.330017,678.960022,121.769997
52.07,720.369995,780.640015,51.25,449.359985,748.659973,1594.079956,52.889999
387.449982,1144.719971,312.829987,594.089966,62.32,915.940002,200.490005,109.879997
118.900002,2486.23999,5888.419922,154.979996,152.520004,646.159973,394.01001,144.319992
56.169998,1480.51001,1300.929932,289.459991,1256.23999,437.059998,1438.689941,71.75
1125.859985,3387.830078,5276.290039,98.400002,51.66,996.299988,886.01001,86.510002
120.129997,247.229996,1065.179932,261.169983,174.25,1139.390015,3572.330078,123.409996
426.809998,518.650024,306.269989,27.469999,421.480011,1903.219971,319.799988,54.119999
73.800003,2589.149902,99.629997,72.159996,85.279999,2883.939941,1714.209961,91.839996
209.509995,3006.119873,121.769997,116.849998,198.029999,2434.580078,348.089996,252.559998
450.589996,3294.349854,14790.75,65.599998,66.010002,1147.589966,1008.599976,62.73
148.009995,1816.709961,384.169983,136.940002,628.940002,3096.72998,664.609985,94.299995
722.830017,924.140015,583.429993,125.049995,104.959999,7926.529785,373.51001,82.409996
92.25,3014.320068,225.5,65.599998,60.68,1377.599976,1740.040039,616.640015
