null,GGKA,GSKV,EGKA,egka,GGKV,GSKA,lib
111.599998,1456.199951,289.799988,133.199997,57.599998,2466,1220.849976,87.299995
39.149998,6622.199707,58.949997,342.449982,62.549999,1566,114.75,175.049988
364.5,7878.149902,65.699997,61.199997,353.25,1133.099976,390.149994,167.849991
275.850006,1600.649902,392.849976,321.75,95.399994,824.399963,1427.399902,443.699982
251.549988,3479.399902,2079.899902,144,69.75,368.099976,6725.699707,117
95.399994,9144.899414,456.75,43.649998,79.650002,3287.699951,1404.449951,236.699997
63,2853,2637.449951,235.799988,126.449997,1780.649902,2250.449951,731.699951
342.449982,860.849976,134.550003,162.449997,261.449982,1837.799927,750.599976,77.400002
53.099998,1804.049927,339.75,85.049995,63.449997,1857.599976,126.899994,85.949997
50.849998,1237.949951,302.850006,793.349976,140.849991,3270.599854,394.199982,306
164.699997,1817.549927,216.449997,247.5,223.649994,2199.599854,180,467.549988
188.549988,2582.099854,58.949997,343.350006,32.849998,829.349976,684.899963,78.75
36,1963.799927,153.449997,184.949997,74.699997,2658.599854,724.049988,59.849998
99,1573.199951,1215.900024,99,51.299999,3421.349854,1282.5,59.849998
216.449997,7898.399902,179.549988,409.049988,265.049988,3973.049805,91.349998,447.299988
207.449997,2837.699951,379.799988,213.75,126,2796.75,265.949982,297.899994
336.600006,8501.849609,115.199997,1370.25,364.949982,5413.049805,1155.599976,93.149994
278.100006,10539.89941,507.599976,278.549988,115.649994,661.950012,392.399994,41.399998
72.900002,1962.899902,202.049988,228.149994,86.849998,7641.899902,842.399963,335.699982
415.349976,919.349976,667.349976,159.75,134.099991,218.25,302.399994,836.549988
144.899994,4456.799805,1311.75,558.899963,315.899994,1919.699951,245.699997,353.25
377.549988,9594.450195,52.199997,285.299988,378.899994,1347.299927,233.549988,89.549995
248.399994,1814.399902,92.699997,131.399994,203.399994,3897.899902,904.5,119.699997
109.799995,5831.099609,79.199997,180,134.550003,1867.049927,663.299988,87.75
247.949997,2076.75,173.25,58.949997,89.099998,1935.449951,1858.5,117.449997
132.300003,2667.599854,168.300003,339.75,389.25,4336.199707,1358.549927,453.599976
207.449997,2779.649902,4912.199707,62.549999,46.349998,587.700012,163.349991,135.899994
369.899994,2701.349854,3760.649902,61.649998,451.349976,4728.600098,1787.399902,221.849991
66.150002,8725.049805,193.049988,466.199982,347.399994,2131.199951,1425.599976,138.149994
212.849991,2807.549805,321.75,76.5,158.399994,5213.699707,1271.699951,275.399994
103.949997,1806.75,299.25,223.649994,223.199997,2822.399902,303.299988,279.899994
144.449997,711,243,148.949997,183.599991,6026.849609,807.299988,115.199997
217.799988,3440.25,343.799988,386.099976,169.199997,6549.75,768.599976,156.149994
163.800003,2374.199951,126,2712.149902,50.399998,1663.199951,3267.449951,174.149994
804.149963,2586.149902,450.899994,78.75,171,1035.900024,210.599991,84.150002
355.949982,5039.549805,1978.199951,782.549988,465.299988,2129.849854,2685.149902,498.599976
396.449982,4730.850098,1576.349976,35.549999,190.349991,1859.399902,190.799988,140.399994
114.299995,3181.949951,108,179.549988,251.549988,126.449997,454.5,90.449997
94.5,2306.25,392.849976,67.5,86.399994,883.799988,721.799988,460.349976
124.199997,1240.650024,1293.75,45.899998,184.5,3637.349854,963.449951,608.399963
229.949997,4957.649902,5335.649902,68.849998,71.099998,1451.25,502.649994,117
102.599998,5047.199707,102.599998,44.099998,396.899994,2615.849854,73.349998,79.650002
981.899963,5076.899902,155.25,44.549999,71.099998,2191.949951,381.599976,295.649994
1020.599976,7319.699707,2096.550049,68.849998,177.299988,867.599976,750.599976,102.149994
83.699997,4720.049805,110.699997,194.849991,191.699997,2282.849854,2698.199951,104.399994
358.199982,1367.099976,230.399994,181.349991,132.75,5022.449707,864.449951,144.449997
400.949982,1443.599976,1870.199951,80.099998,318.600006,5342.399902,925.199951,54.899998
72.449997,983.25,671.849976,64.799995,433.349976,6168.599609,922.5,266.850006
113.399994,619.649963,450.899994,185.399994,76.049995,3330.899902,2766.599854,83.25
262.350006,998.099976,68.400002,146.699997,103.049995,6444.449707,3726,676.349976
252.899994,1266.299927,229.949997,85.5,46.349998,2452.5,2064.149902,63
220.949997,8523,1234.349976,729.899963,189.899994,1444.949951,641.700012,261.899994
920.25,1014.299988,150.75,328.949982,129.149994,3752.099854,95.399994,90
133.649994,2797.199951,3570.75,49.5,106.649994,2492.550049,145.800003,239.849991
170.550003,2839.049805,573.75,75.599998,135.449997,1143,1099.349976,457.649994
164.699997,517.5,682.200012,293.850006,105.75,5512.049805,1954.349976,63
63.449997,2475.449951,366.299988,64.799995,126.899994,1072.349976,1035.900024,350.549988
500.849976,1800.449951,6914.25,142.649994,157.949997,366.299988,75.150002,1031.400024
243.899994,1485.899902,81.449997,66.150002,167.399994,5713.199707,219.599991,68.849998
161.550003,8962.200195,162.449997,236.25,74.25,1143.449951,2390.399902,271.350006
309.600006,3170.699951,5268.149902,483.299988,166.050003,1083.150024,576,96.75
658.799988,6023.699707,3739.5,94.049995,202.949997,1237.949951,480.599976,265.5
331.649994,4017.149902,346.949982,106.199997,163.349991,2641.050049,849.149963,176.399994
342,688.950012,2034,74.25,47.25,396.449982,476.099976,182.699997
221.399994,5872.949707,177.299988,730.349976,93.149994,1232.099976,234,234.899994
506.699982,4477.5,130.5,107.099998,175.5,631.349976,2911.949951,297.899994
115.649994,4291.649902,1377.900024,249.75,223.649994,3776.849854,2047.949951,60.75
188.099991,11099.25,1105.650024,78.75,60.299999,803.699951,6737.849609,305.549988
100.799995,4616.100098,74.25,75.599998,253.799988,3125.699951,831.599976,166.949997
47.699997,5129.549805,683.549988,285.299988,96.299995,2973.599854,83.25,164.25
27.449999,3781.799805,49.5,53.549999,84.150002,2343.599854,418.5,172.349991
117,5748.75,352.349976,64.349998,138.599991,2930.849854,283.5,147.599991
207,693.899963,120.149994,170.550003,39.599998,4411.799805,655.200012,126.449997
56.25,7470.449707,495.449982,90.899994,136.800003,4608.449707,134.550003,95.849998
86.399994,3113.099854,88.649994,36.899998,100.349998,5383.350098,201.149994,43.199997
351.899994,3658.049805,238.049988,172.349991,128.699997,4591.799805,2448.899902,179.099991
204.299988,1883.25,149.849991,616.5,77.849998,1213.199951,334.799988,437.399994
80.099998,2848.5,525.599976,174.599991,94.049995,1523.699951,1344.150024,83.25
159.300003,2338.199951,1574.099976,447.75,579.149963,3109.5,914.849976,139.949997
247.949997,3074.849854,525.599976,185.849991,615.149963,801.449951,2633.849854,109.799995
375.299988,5090.399902,3748.949951,627.299988,106.199997,1593,1281.150024,81.449997
108,7985.25,2716.199951,140.849991,288.449982,4432.5,1049.849976,675.899963
125.099998,3432.599854,3754.799805,44.549999,90.449997,6643.349609,321.299988,413.549988
293.850006,1302.299927,203.399994,109.799995,1033.199951,841.949951,2308.050049,369
399.599976,3433.049805,303.75,448.199982,198.449997,762.75,522.450012,228.149994
93.599998,3335.399902,116.099998,262.799988,67.049995,3914.549805,917.099976,208.799988
179.099991,5765.399902,1481.849976,406.349976,220.049988,3809.25,355.049988,142.649994
508.5,60.299999,147.599991,50.399998,122.849998,4405.949707,169.649994,48.599998
63.899998,249.299988,1056.150024,86.849998,67.049995,1581.75,135.449997,104.399994
171.899994,3721.949951,1277.549927,144.449997,67.5,358.649994,625.950012,367.649994
62.099998,4773.149902,1588.049927,1039.949951,80.099998,1614.599976,1423.349976,64.799995
94.5,708.299988,628.200012,654.299988,249.75,823.049988,569.25,92.699997
81,1030.049927,1314.449951,234.449997,75.150002,1053,1668.599976,243
1128.599976,3508.649902,352.349976,595.349976,930.149963,252,431.099976,141.75
67.049995,16297.19922,52.649998,74.25,129.599991,1924.649902,1622.699951,470.25
111.599998,7583.849609,138.599991,807.75,379.349976,1590.75,374.399994,205.649994
290.25,2504.25,3311.099854,479.25,255.599991,4027.949951,385.199982,172.799988
523.349976,4837.949707,139.050003,64.349998,50.399998,3266.549805,258.299988,60.75
327.600006,1000.799988,259.649994,102.149994,185.399994,2097.449951,478.349976,143.099991
176.849991,1713.599976,114.299995,84.150002,125.549995,4863.600098,2867.399902,720
381.599976,3427.649902,549.899963,58.5,85.049995,1026,202.949997,256.949982
82.799995,6505.649902,675,117,90.899994,718.199951,169.649994,253.349991
156.599991,1450.349976,184.049988,176.399994,48.149998,3849.75,2036.699951,148.5
95.399994,1981.349976,300.600006,188.099991,53.549999,1211.400024,435.599976,116.099998
103.049995,4753.799805,659.700012,134.550003,311.399994,418.5,2506.5,475.199982
250.199997,779.849976,196.199997,209.25,140.849991,6105.599609,1657.799927,461.25
58.049999,3515.399902,1379.25,75.599998,627.75,1342.349976,101.699997,130.5
49.5,3683.699951,301.049988,174.149994,63.899998,913.049988,2459.699951,91.349998
278.100006,8032.949707,119.25,236.699997,282.600006,2431.800049,387.449982,162
231.299988,2398.949951,12043.79981,211.949997,120.599998,1930.049927,761.399963,156.149994
182.25,1715.849976,2133,679.049988,72,4391.549805,9086.399414,129.149994
58.5,4290.299805,4503.600098,125.099998,76.049995,3702.599854,622.349976,461.25
336.149994,5229.899902,241.199997,66.150002,123.75,7655.849609,810.899963,106.199997
156.599991,3027.599854,663.299988,56.699997,81.900002,1506.149902,892.799988,497.699982
832.049988,2868.299805,129.149994,101.699997,58.949997,2845.349854,270.449982,41.399998
306.449982,10390.04981,505.349976,131.849991,113.849998,1210.5,928.349976,105.75
37.349998,6043.5,108,132.75,69.299995,4050,170.099991,152.099991
504.899994,2127.599854,113.399994,207,133.199997,3121.649902,1706.399902,175.049988
270.449982,2161.800049,561.149963,139.949997,155.25,836.549988,47.699997,54
166.5,3803.849854,3264.75,112.5,149.849991,783.449951,219.599991,132.75
181.349991,7246.799805,171.449997,93.599998,270,1031.849976,81.449997,237.149994
33.299999,1902.149902,1169.549927,495,114.299995,2198.699951,3983.399902,104.399994
1559.25,4449.600098,1075.5,349.199982,72.449997,6612.299805,257.850006,317.25
36.450001,4267.350098,66.150002,165.599991,537.75,2370.599854,1251.449951,148.5
356.849976,3914.099854,987.75,193.949997,354.599976,1854.899902,306.899994,76.949997
231.75,7167.149902,94.049995,275.399994,533.700012,5554.799805,1241.549927,133.649994
330.75,4275,211.5,140.399994,77.849998,1076.849976,3229.649902,359.549988
67.049995,11690.09961,179.099991,85.049995,54.449997,1320.75,2540.699951,136.800003
50.399998,2975.399902,249.299988,164.699997,586.799988,830.699951,1554.299927,482.849976
82.799995,2207.25,769.049988,286.649994,93.149994,612.450012,348.75,74.25
740.25,203.849991,506.25,331.649994,87.75,1661.399902,464.849976,68.849998
167.399994,323.549988,147.599991,279.899994,571.950012,2818.349854,141.300003,465.299988
369,8426.700195,845.549988,25.65,439.199982,1304.549927,591.299988,1571.399902
565.649963,3179.25,217.799988,203.399994,130.5,2058.300049,251.099991,166.949997
147.599991,4170.600098,100.349998,772.649963,1003.949951,3069.899902,4355.100098,200.699997
270.449982,2099.25,1359.449951,219.599991,108,5409,280.350006,77.849998
137.25,3179.699951,1288.799927,106.199997,236.699997,1258.650024,229.049988,114.75
125.099998,2812.049805,192.599991,116.549995,89.099998,1539,275.399994,358.649994
71.549995,526.950012,706.049988,27.449999,309.600006,1557,490.5,253.349991
40.950001,1653.75,137.25,68.400002,370.799988,2497.949951,386.099976,307.350006
278.100006,901.799988,512.099976,399.599976,567.450012,3971.699951,4791.600098,298.799988
73.799995,6976.799805,2184.300049,1115.549927,48.149998,10277.54981,329.399994,107.549995
108,5757.299805,68.400002,76.5,81.449997,1156.5,1242.900024,98.099998
304.199982,1297.349976,9312.299805,56.25,827.549988,2848.049805,545.399963,273.149994
379.349976,732.149963,163.800003,69.75,106.649994,682.200012,1954.799927,154.349991
144.899994,5558.849609,247.5,406.799988,193.949997,565.200012,735.299988,538.200012
63.899998,3056.399902,89.549995,117.899994,825.75,1325.25,55.799999,87.299995
67.049995,4453.199707,108.899994,155.699997,72.449997,5823.449707,2468.25,102.149994
58.949997,3339,69.299995,236.699997,120.149994,1398.599976,585.450012,200.25
107.549995,3603.599854,2837.699951,169.649994,552.599976,2369.25,252.449997,422.549988
306.449982,1313.099976,314.549988,153,189.899994,349.649994,4727.699707,297.899994
105.299995,2802.149902,397.349976,70.199997,341.549988,4333.949707,375.299988,373.5
108,1054.799927,464.399994,1061.099976,77.849998,3655.349854,3793.949951,141.300003
357.75,5071.949707,235.349991,295.199982,463.949982,4907.699707,249.299988,242.549988
273.600006,2999.699951,123.75,172.349991,433.799988,369,3479.399902,64.349998
439.649994,3669.75,201.599991,90,144.449997,384.299988,214.199997,103.049995
78.299995,101.25,191.699997,112.949997,424.799988,1908,121.049995,241.649994
100.799995,3585.149902,459.449982,53.099998,184.049988,714.149963,1332.449951,63.449997
46.799999,1980,229.5,81,81.449997,3337.649902,1971.449951,79.650002
863.549988,11653.19922,89.099998,164.25,65.699997,586.799988,1179.449951,117.449997
274.049988,818.549988,295.199982,69.299995,137.699997,465.299988,385.649994,93.599998
85.949997,3894.75,298.799988,82.799995,87.75,1321.650024,1296.900024,328.5
404.549988,622.349976,85.5,70.199997,114.299995,5588.099609,298.350006,106.199997
332.100006,616.5,2387.25,247.949997,67.049995,1280.25,405.899994,132.75
223.649994,11308.04981,145.800003,257.850006,87.299995,7117.649902,557.099976,81
53.099998,2482.649902,1568.25,249.299988,57.149998,2256.75,2399.849854,126
136.349991,3168.899902,246.599991,110.25,207.449997,4308.299805,75.599998,186.75
68.849998,423.899994,254.699997,62.099998,105.75,500.399994,1866.149902,93.149994
759.599976,3489.299805,3544.199951,168.300003,392.849976,1170,478.349976,185.849991
72.900002,190.349991,861.299988,198,100.799995,281.25,80.099998,384.75
100.349998,3101.399902,717.75,282.149994,93.599998,4084.649902,835.649963,277.199982
169.649994,3102.299805,76.049995,142.649994,85.5,860.849976,187.649994,795.599976
94.5,2474.099854,1418.849976,184.049988,550.349976,559.799988,173.699997,72.449997
139.050003,4266,353.25,536.849976,198.899994,857.699951,1007.549988,204.299988
108.449997,2304.899902,3887.099854,41.399998,153.899994,2026.349976,61.649998,184.049988
100.349998,848.699951,180.899994,324,522.450012,6903.899902,2091.599854,863.549988
95.399994,2754,354.599976,86.399994,81.449997,975.149963,215.549988,273.600006
155.25,1518.75,887.399963,111.599998,138.149994,2119.050049,2265.75,221.849991
254.25,1722.599976,197.099991,226.349991,96.299995,1433.699951,472.949982,96.299995
209.25,2257.199951,907.199951,81,101.699997,2568.149902,411.299988,130.5
547.649963,2965.049805,404.099976,166.949997,157.5,1005.75,172.799988,44.549999
563.849976,3226.5,141.75,104.849998,168.300003,2527.649902,1484.099976,233.549988
347.849976,4483.350098,4439.25,157.5,561.149963,2860.649902,443.25,128.699997
63,3670.649902,3074.399902,81.900002,130.949997,1735.649902,2786.399902,149.849991
292.049988,209.699997,693.899963,44.549999,182.25,1281.150024,770.849976,178.199997
116.099998,5140.799805,483.75,569.25,591.75,4223.25,115.199997,261.899994
532.799988,939.599976,172.349991,208.349991,404.099976,91.799995,489.599976,404.099976
408.599976,1813.5,652.950012,528.299988,285.75,2121.75,165.599991,109.799995
203.849991,5909.399902,319.5,40.950001,142.199997,1565.099976,535.950012,152.550003
120.149994,3461.849854,2087.550049,133.199997,198,1179.449951,97.199997,195.299988
141.300003,4223.25,588.149963,70.650002,261.449982,507.149994,171,251.099991
411.75,1166.400024,241.199997,362.699982,109.349998,684.450012,77.400002,72
184.5,1443.149902,522.899963,259.649994,68.400002,4317.299805,94.049995,94.5
102.149994,2855.25,788.399963,50.399998,120.599998,5190.299805,130.050003,229.049988
115.649994,2997.899902,6419.699707,46.799999,122.399994,2736,1079.549927,72
444.149994,1015.199951,5818.949707,69.75,121.5,230.849991,1038.150024,948.599976
104.849998,6414.299805,3325.949951,206.549988,297.899994,1568.699951,607.950012,146.699997
72.449997,4407.299805,524.25,175.5,44.549999,1890.899902,234,379.349976
71.099998,1375.199951,294.299988,119.699997,69.299995,4662.449707,4071.149902,54
49.5,1534.949951,325.350006,202.949997,88.199997,3541.049805,4459.949707,462.599976
478.349976,412.649994,2682.449951,142.649994,64.799995,2435.399902,126,177.75
558.899963,3253.949951,137.25,99.449997,130.050003,103.049995,4388.850098,743.399963
74.699997,3164.849854,4386.149902,80.549995,55.349998,234.899994,1792.349976,110.699997
90.449997,12369.59961,61.649998,241.649994,61.199997,8405.549805,1180.349976,169.649994
409.049988,3190.5,504.449982,215.549988,467.099976,2422.349854,1106.549927,99.899994
305.549988,2988,319.5,94.5,106.199997,1150.650024,2178.899902,60.75
100.799995,3938.399902,122.399994,151.649994,64.349998,94.049995,864.449951,42.75
169.649994,2257.199951,666.899963,134.099991,87.75,2342.699951,680.399963,574.200012
46.349998,2559.599854,99.899994,216.899994,99.899994,2157.300049,209.699997,99.899994
185.399994,5990.849609,248.849991,26.549999,939.149963,735.299988,561.599976,65.699997
322.199982,4205.699707,256.049988,135.449997,112.5,2536.199951,373.049988,92.25
90,4432.049805,179.099991,555.75,94.049995,3352.049805,54.449997,451.799988
49.5,2659.949951,433.799988,219.599991,319.949982,2271.599854,1029.599976,137.699997
231.299988,579.599976,236.699997,85.5,99.899994,4151.25,226.349991,122.399994
81.449997,4003.199951,363.599976,47.699997,308.699982,5072.399902,107.099998,161.550003
250.199997,1534.5,744.75,288.449982,151.649994,1622.25,8662.950195,87.75
132.75,2126.699951,261,136.349991,54.449997,172.799988,516.149963,358.199982
58.049999,3290.399902,2160.449951,318.149994,198.899994,1141.199951,1454.849976,102.149994
94.949997,4109.850098,91.349998,114.299995,124.199997,1174.049927,70.650002,1069.650024
104.849998,3893.849854,234,110.25,171.899994,1373.400024,504.899994,112.049995
1006.199951,3734.099854,214.649994,139.5,561.149963,4837.5,1383.299927,100.349998
102.599998,3196.799805,389.699982,197.099991,95.399994,3537.449951,2200.949951,97.649994
99.899994,3680.549805,192.599991,662.849976,391.949982,6625.799805,325.350006,89.549995
107.099998,3865.5,1753.199951,121.949997,89.099998,5058.449707,268.199982,153
186.299988,6070.949707,320.850006,195.75,324.449982,1074.599976,1860.75,175.949997
274.049988,1082.25,141.75,323.100006,77.400002,4875.75,2228.399902,126.449997
168.300003,6141.599609,147.149994,81.449997,167.849991,1768.5,1258.199951,172.799988
78.299995,6442.199707,293.399994,133.649994,84.599998,724.049988,5586.75,244.349991
306.899994,1797.75,88.649994,72.900002,85.949997,3091.5,144,963.449951
138.599991,15473.25,99.449997,148.5,402.75,1015.649963,110.25,220.049988
116.549995,7657.649902,2141.550049,82.349998,108,3244.5,297.899994,216.899994
238.949997,9740.25,236.25,371.699982,55.349998,3019.049805,226.349991,208.349991
107.099998,951.299988,170.099991,89.549995,650.25,2029.049927,1543.949951,783.449951
175.949997,7534.799805,136.800003,61.649998,105.299995,2227.5,385.199982,247.049988
278.100006,11800.34961,375.299988,60.75,53.549999,1347.75,2796.75,69.299995
76.5,1188,889.649963,185.849991,441.899994,1292.849976,1951.199951,281.25
354.149994,8256.599609,121.5,148.050003,108.899994,3305.699951,182.25,54.899998
288,2883.149902,148.5,96.299995,665.549988,4432.5,1574.099976,42.299999
153.899994,4341.600098,2734.199951,80.099998,73.799995,2436.75,1716.75,119.25
261,15577.19922,239.849991,112.049995,66.599998,2123.550049,2077.649902,274.049988
140.399994,1952.099976,657.450012,112.5,181.349991,2232.449951,127.349998,126.899994
113.399994,7693.649902,300.149994,133.649994,575.549988,2554.649902,367.649994,266.399994
704.699951,7382.699707,163.800003,93.599998,94.049995,1573.649902,2781.449951,339.75
91.799995,2660.399902,794.699951,35.549999,91.799995,1550.25,221.399994,98.099998
188.549988,2762.550049,7668.449707,238.949997,262.350006,3876.75,490.949982,60.299999
215.099991,3091.949951,9165.149414,188.099991,413.549988,4242.600098,695.699951,237.599991
224.549988,1612.349976,1005.75,254.699997,72,2210.849854,3952.799805,71.099998
93.599998,2169.899902,3123.899902,78.75,287.549988,378.449982,134.099991,202.949997
34.200001,2416.949951,117.899994,28.799999,142.649994,4083.75,93.599998,308.699982
290.25,6091.199707,510.299988,212.399994,184.049988,5614.199707,580.5,85.5
669.599976,6498,85.049995,155.699997,159.75,2620.349854,915.75,97.199997
48.599998,8097.299805,184.949997,69.75,501.299988,857.25,975.599976,120.149994
274.949982,3267.899902,1616.399902,626.849976,109.349998,330.299988,647.099976,266.399994
28.349998,2230.649902,6338.25,73.799995,109.349998,3672.449951,707.399963,472.049988
589.5,1257.299927,113.849998,141.75,108,973.799988,244.349991,77.400002
127.799995,18335.69922,57.599998,130.949997,116.099998,1159.199951,458.099976,75.150002
131.399994,173.25,198.899994,464.849976,142.649994,3440.699951,164.25,186.299988
129.599991,4003.649902,792,126.899994,191.699997,2827.799805,112.5,106.649994
772.199951,4112.549805,455.849976,104.399994,306.899994,72,1858.049927,99
277.649994,2602.800049,420.299988,133.199997,306.449982,642.599976,428.399994,318.600006
132.75,2362.050049,486.899994,198.449997,102.599998,790.649963,574.649963,171.449997
121.949997,9520.649414,359.099976,389.25,275.850006,2266.649902,119.699997,135.449997
159.75,2246.849854,430.649994,54.449997,378.899994,5261.399902,585.899963,288
95.399994,5400.899902,274.949982,64.799995,68.849998,3064.949951,1922.399902,409.949982
541.349976,3870.449951,565.200012,307.799988,216.449997,3420.449951,3503.25,94.049995
272.699982,1639.349976,209.25,119.699997,295.199982,964.799988,794.25,67.949997
88.199997,7444.349609,6891.75,80.549995,266.399994,5710.949707,3702.149902,96.75
1250.549927,4472.100098,4487.399902,673.649963,68.849998,785.25,252.449997,111.599998
181.349991,2337.300049,2487.149902,476.099976,82.799995,5987.25,1125.900024,90.899994
76.949997,3053.699951,293.850006,85.5,80.099998,4374.899902,1600.649902,442.799988
172.349991,4969.350098,650.25,242.549988,143.550003,308.25,715.049988,69.299995
509.399994,1307.699951,2913.75,156.599991,101.25,1586.25,1732.049927,430.649994
120.149994,5667.299805,1428.299927,61.199997,32.399998,3601.349854,4563,86.399994
566.549988,1784.25,988.199951,184.949997,152.550003,1615.5,803.699951,51.75
137.25,741.599976,109.349998,103.949997,62.099998,3739.049805,2078.550049,81
67.049995,9014.849609,179.099991,101.699997,48.599998,3201.299805,2484.449951,72.900002
67.049995,2077.199951,1355.849976,108.449997,81,4786.199707,1465.199951,131.849991
160.649994,715.5,263.25,202.049988,103.949997,1304.099976,134.099991,823.5
115.199997,5521.949707,648.450012,169.199997,281.25,5007.600098,485.099976,282.149994
121.049995,2330.550049,170.099991,184.5,58.949997,3071.699951,1830.149902,203.399994
424.349976,3969.449951,249.75,201.149994,164.25,4536,602.099976,130.5
490.949982,6520.949707,129.149994,72,169.199997,4484.25,108.899994,78.75
241.199997,3573.449951,4930.199707,62.549999,54.899998,6280.649902,111.149994,540.450012
129.599991,103.049995,114.299995,156.599991,790.199951,5347.350098,825.299988,546.299988
97.649994,3567.599854,646.200012,30.599998,124.199997,381.599976,6724.799805,198.899994
113.399994,1542.599976,510.299988,172.349991,97.199997,873.449951,1648.799927,137.25
755.099976,8558.549805,949.5,66.599998,74.699997,2567.25,316.799988,33.75
158.399994,1458.899902,2646,268.649994,70.650002,1650.599976,3843,508.049988
256.049988,4235.850098,2830.5,139.050003,119.699997,7879.949707,533.25,73.349998
1099.799927,306,405.449982,183.149994,72.449997,157.050003,83.699997,208.799988
96.299995,7034.399902,2220.300049,808.199951,121.5,3850.199951,430.199982,92.699997
135.899994,2385.449951,4482.449707,126.449997,204.75,5005.799805,1043.099976,106.649994
85.5,4107.149902,1083.150024,499.049988,126,260.549988,460.349976,36
330.299988,1672.199951,358.199982,66.599998,54.449997,1515.599976,419.399994,210.149994
298.799988,707.399963,1065.150024,151.649994,207,3446.549805,3206.25,531
154.800003,10690.64941,1009.349976,150.75,98.549995,1752.75,2655.449951,497.25
