null,EGKA,egka,GGKA,GSKV,GGKV,GSKA,lib
106.919998,2283.600098,1719.079956,405.679993,41.799999,35.200001,256.079987,72.159996
194.039993,318.119995,6401.560059,9049.919922,110.440002,137.720001,145.639999,362.559998
112.199997,546.919983,28465.35938,891.440002,105.599998,252.559998,365.639984,44
360.359985,1351.679932,10239.67969,557.919983,38.279999,108.239998,113.080002,88.879997
96.800003,20920.24023,1657.47998,607.640015,91.080002,140.360001,466.399994,187.880005
45.32,14971.43945,1144.439941,4389.439941,162.800003,119.239998,76.120003,93.720001
190.520004,3010.47998,944.679993,324.720001,187.880005,81.400002,110,239.360001
837.320007,1518,249.039993,659.119995,103.839996,266.200012,89.760002,84.919998
352,718.080017,2182.399902,305.359985,96.800003,45.32,513.47998,124.519997
236.720001,3916,707.960022,1104.839966,77.879997,111.32,84.919998,49.279999
956.559998,2581.47998,499.399994,171.160004,429.440002,768.23999,227.919998,118.360001
168.080002,3206.719971,982.080017,855.359985,28.16,74.800003,551.320007,567.599976
54.560001,766.47998,3604.040039,683.320007,49.720001,62.919998,97.239998,142.119995
621.719971,90.199997,2363.679932,752.839966,108.68,1025.640015,81.400002,42.239998
382.359985,783.640015,5984,8179.600098,63.360001,659.119995,121,572.880005
83.599998,2032.800049,1610.839966,571.119995,313.279999,172.479996,86.239998,173.800003
659.119995,3714.040039,6074.640137,970.640015,84.919998,67.32,99,90.639999
101.199997,827.200012,1080.640015,1752.52002,80.080002,233.199997,240.240005,184.800003
38.279999,1568.599976,313.720001,607.640015,175.559998,168.080002,85.800003,67.760002
809.159973,1982.640015,1853.280029,268.839996,58.959999,80.519997,52.799999,72.159996
261.799988,6779.080078,156.199997,1173.040039,103.400002,215.160004,262.23999,155.759995
69.080002,9496.519531,5679.080078,3685.439941,99.879997,216.919998,525.359985,198
1128.160034,8729.160156,3800.719971,605.880005,66,168.520004,284.679993,531.080017
253,1039.280029,4799.080078,811.359985,86.239998,257.839996,129.360001,260.040009
1464.76001,503.359985,522.279968,421.079987,75.68,106.919998,75.239998,336.160004
540.76001,1283.47998,1250.47998,98.120003,131.559998,165,511.279999,196.679993
678.47998,3761.560059,1388.640015,144.759995,67.32,86.68,161.919998,696.52002
270.600006,1993.640015,952.159973,1780.23999,89.760002,36.079998,194.039993,124.519997
460.23999,346.720001,735.679993,303.160004,492.359985,66,111.760002,128.479996
92.400002,10391.91992,1528.559937,769.119995,79.639999,246.839996,69.959999,76.559998
95.040001,214.279999,592.23999,484.440002,83.159996,218.679993,62.919998,77.879997
108.239998,1344.640015,1345.52002,656.039978,67.32,215.160004,464.639984,127.599998
726.880005,1910.920044,1106.160034,498.079987,1346.400024,88.440002,95.919998,147.399994
21.559999,3396.800049,613.799988,267.079987,90.639999,145.639999,69.959999,174.679993
252.119995,1304.599976,573.320007,163.679993,58.959999,51.040001,346.279999,76.559998
513.039978,2538.360107,2439.360107,1330.119995,33,263.559998,66.879997,80.519997
515.679993,15158.87988,414.480011,4673.680176,62.919998,333.079987,148.279999,56.32
201.520004,712.799988,126.720001,1257.52002,121.879997,338.799988,126.279999,625.679993
196.679993,981.200012,1087.23999,1240.800049,292.160004,89.32,105.159996,134.639999
73.919998,3134.119873,5488.120117,364.320007,58.52,318.559998,103.839996,116.159996
304.920013,2589.399902,8464.280273,1188,37.84,107.800003,97.239998,238.479996
497.200012,1303.719971,635.359985,330.880005,34.759998,102.959999,374.440002,204.600006
102.519997,1849.319946,3036.439941,2587.199951,125.839996,154.440002,168.520004,44.439999
177.319992,1179.199951,5963.319824,2874.080078,58.079998,566.279968,128.919998,115.279999
501.160004,455.839996,920.039978,1740.199951,128.479996,99.440002,39.599998,109.559998
91.959999,1208.680054,1309.439941,337.040009,34.759998,32.119999,190.080002,856.679993
564.080017,927.080017,1037.079956,1648.679932,39.16,576.400024,61.16,236.279999
234.520004,3060.199951,975.039978,1158.079956,67.760002,98.120003,176.880005,777.919983
216.919998,3424.080078,832.039978,812.23999,71.279999,141.240005,59.84,433.839996
64.239998,1122.439941,959.200012,1081.079956,170.279999,211.639999,71.720001,216.919998
108.68,3217.280029,6985.439941,1325.280029,57.200001,249.919998,77.440002,216.919998
151.360001,9787.799805,517,903.320007,204.160004,266.639984,19.799999,89.760002
144.759995,13962.51953,610.279968,2362.800049,113.959999,521.400024,170.279999,105.159996
313.720001,2449.919922,1254.439941,99.440002,359.919983,374,86.239998,80.959999
53.239998,913.880005,1433.079956,379.279999,65.559998,76.120003,151.360001,213.399994
128.919998,2372.040039,1166,230.119995,55.880001,124.080002,146.960007,92.400002
47.52,2079,2625.47998,410.519989,150.919998,337.040009,250.360001,59.400002
119.68,2625.040039,1750.76001,543.400024,161.039993,108.68,66.879997,44.880001
380.600006,3737.359863,789.359985,519.640015,33.439999,325.160004,51.040001,680.23999
331.320007,2122.119873,1292.719971,574.200012,368.720001,152.679993,80.959999,245.080002
51.040001,384.119995,1485.880005,105.159996,149.160004,47.079998,570.679993,112.639999
83.599998,1905.199951,137.279999,5496.040039,173.800003,113.080002,77.879997,130.679993
283.359985,1078.439941,5562.47998,730.400024,176.880005,170.720001,79.639999,114.400002
352.440002,1721.719971,3650.679932,3054.040039,299.639984,42.68,368.720001,95.479996
752.839966,1175.680054,304.920013,1111.880005,198,94.599998,59.84,153.559998
965.799988,2396.679932,2185.919922,252.119995,100.760002,93.720001,668.799988,67.32
829.839966,772.200012,8249.120117,594.440002,201.959991,304.920013,133.759995,558.799988
293.040009,1532.959961,863.719971,870.76001,151.360001,30.360001,38.279999,151.800003
575.52002,803.440002,1994.959961,880,40.48,101.199997,47.52,35.200001
70.400002,814.440002,6023.160156,8433.919922,91.959999,73.480003,144.759995,148.720001
201.959991,5593.719727,151.800003,2561.679932,52.799999,147.399994,99,123.199997
182.160004,2099.23999,2407.679932,649.880005,55.880001,114.839996,189.199997,215.160004
231.440002,1677.719971,641.080017,418.880005,150.919998,97.239998,95.919998,166.319992
311.079987,3145.560059,179.959991,1581.359985,164.119995,172.479996,145.639999,40.040001
66.879997,1623.160034,1983.079956,2695,256.959991,616.880005,55.439999,58.959999
163.240005,3493.159912,4451.040039,995.719971,11.88,179.959991,44.880001,762.960022
429.440002,1415.920044,1657.920044,335.279999,25.959999,47.52,174.240005,132.880005
427.23999,3965.280029,299.200012,381.919983,104.720001,216.919998,80.519997,105.159996
221.759995,9855.55957,884.839966,103.400002,40.919998,107.360001,66.879997,183.479996
118.800003,1212.199951,7622.120117,565.840027,273.23999,110,41.360001,69.519997
75.239998,1261.47998,766.47998,1070.52002,89.760002,41.799999,460.23999,40.919998
935.440002,1725.23999,309.76001,864.599976,267.959991,190.959991,803.880005,400.839996
84.479996,673.640015,7670.959961,460.679993,111.32,101.199997,128.039993,136.399994
84.919998,345.839996,1160.280029,630.080017,59.400002,95.919998,343.639984,220.440002
279.839996,2064.47998,690.799988,139.039993,422.839996,203.720001,274.559998,189.639999
234.520004,14041.71973,2604.360107,549.559998,33,80.959999,92.400002,158.839996
216.919998,1996.719971,465.519989,273.23999,23.32,396.880005,40.919998,253.880005
83.599998,1475.319946,462.440002,1900.359985,737,25.08,782.76001,66.440002
448.799988,2500.52002,847.880005,451.880005,56.32,139.919998,324.720001,144.319992
281.600006,433.399994,3630.439941,1517.119995,44.439999,142.559998,83.159996,498.959991
174.679993,16391.75977,677.159973,330.440002,93.279999,106.919998,66.879997,395.119995
461.559998,741.400024,2768.47998,400.839996,66,241.559998,395.119995,168.520004
58.959999,6966.080078,488.839996,391.160004,139.039993,280.720001,216.479996,228.800003
68.639999,2516.800049,1104.400024,383.679993,63.799999,57.200001,111.760002,92.400002
136.839996,1061.280029,99.879997,113.519997,158.839996,305.799988,386.320007,56.32
49.279999,2035.439941,1100.880005,790.23999,67.760002,69.080002,129.360001,502.480011
344.959991,772.640015,239.800003,663.960022,200.199997,272.359985,79.639999,569.799988
112.199997,2170.959961,776.159973,2966.47998,79.199997,58.52,47.959999,138.160004
74.360001,1781.119995,19041.88086,150.919998,77.879997,129.800003,381.919983,92.400002
291.279999,636.23999,1965.920044,443.959991,59.84,135.520004,149.160004,392.040009
65.120003,1406.23999,3822.719971,2777.719971,106.919998,41.799999,64.68,60.279999
122.32,2020.47998,282.480011,6400.680176,314.160004,258.279999,122.32,69.959999
844.799988,2174.919922,748.880005,480.919983,110,88.879997,50.599998,196.240005
156.199997,752.839966,4864.200195,917.839966,264.880005,205.919998,67.32,341.880005
137.279999,2050.840088,2998.600098,1693.119995,84.919998,282.480011,418,649.440002
86.239998,9698.479492,1510.959961,1176.559937,52.799999,84.040001,418.880005,86.239998
330.880005,1115.839966,1755.599976,825,150.479996,317.679993,128.479996,426.799988
70.400002,1929.839966,188.759995,271.040009,101.639999,216.039993,63.360001,145.639999
183.039993,2219.800049,1472.679932,713.23999,62.48,139.919998,165,185.679993
118.800003,3956.040039,2227.280029,223.080002,58.079998,479.600006,126.720001,40.48
658.679993,1277.319946,562.76001,1196.800049,92.400002,90.639999,138.160004,297
161.039993,1288.319946,3592.159912,284.679993,52.360001,430.320007,179.959991,122.760002
54.560001,265.76001,614.679993,207.240005,86.68,695.640015,13.2,143.880005
305.799988,1520.640015,1159.839966,1454.199951,60.279999,247.279999,248.160004,520.080017
517.880005,1976.040039,776.159973,1007.599976,218.240005,62.040001,58.079998,115.720001
248.160004,2310.439941,4791.160156,151.360001,67.760002,278.959991,177.319992,550.440002
144.319992,5517.160156,2549.800049,1043.23999,73.919998,652.960022,198.880005,119.68
102.519997,2337.280029,446.600006,922.679993,73.040001,117.479996,47.959999,188.759995
150.039993,980.320007,1282.599976,372.23999,63.360001,99,46.639999,121
177.759995,1348.599976,1805.319946,1116.280029,86.68,172.039993,50.599998,67.760002
562.76001,711.919983,3150.399902,2620.639893,246.399994,92.839996,91.080002,74.800003
657.359985,2463.119873,843.919983,558.799988,490.600006,590.039978,124.959999,83.599998
120.559998,2134,1672.439941,113.519997,105.159996,505.119995,83.159996,209.880005
603.23999,922.679993,2269.52002,2479.840088,146.960007,140.360001,52.360001,151.800003
91.519997,1006.279968,655.599976,962.279968,56.759998,79.639999,57.200001,217.800003
118.800003,5143.160156,681.119995,180.839996,70.839996,79.639999,62.48,106.479996
406.119995,12826.43945,216.479996,285.559998,59.84,335.279999,31.24,59.84
556.159973,1003.200012,580.359985,594.880005,41.360001,41.799999,76.120003,279.839996
44.880001,1782,734.799988,897.159973,93.720001,352.880005,1044.559937,26.4
272.359985,2059.639893,622.599976,3080.439941,205.919998,46.200001,52.360001,182.160004
160.160004,7966.640137,1084.599976,50.599998,118.800003,27.719999,84.479996,253.880005
126.279999,988.23999,547.359985,143.440002,38.279999,77.879997,34.32,523.159973
282.040009,3907.199951,548.23999,1089.439941,107.360001,255.199997,87.559998,266.639984
1415.040039,556.159973,525.359985,493.23999,204.600006,169.839996,121,108.239998
68.199997,4408.359863,495.880005,909.919983,76.120003,133.759995,42.68,61.599998
325.160004,239.800003,973.279968,973.279968,141.240005,230.119995,51.919998,49.720001
480.919983,1455.079956,3007.840088,973.279968,136.399994,436.480011,460.679993,41.360001
105.159996,8489.360352,3568.840088,2880.679932,209.880005,406.119995,179.520004,158.399994
32.119999,7866.319824,339.679993,1820.719971,157.080002,90.639999,42.68,243.319992
262.23999,1745.040039,1639,2324.959961,431.639984,59.400002,145.199997,89.32
230.559998,1013.320007,264,510.839996,286.440002,69.959999,76.559998,198
59.84,1091.640015,1375,1670.23999,78.32,81.839996,41.799999,24.639999
101.639999,1562,1377.640015,3537.600098,187.440002,100.32,242.880005,70.839996
99.440002,4048,2667.719971,855.359985,17.16,47.959999,167.639999,256.959991
52.360001,1970.76001,2367.199951,2214.080078,418.880005,519.640015,231.880005,92.400002
166.759995,7432.919922,955.679993,56.759998,234.959991,393.359985,333.959991,94.159996
70.400002,1730.959961,4542.120117,356.399994,135.080002,120.120003,227.039993,222.199997
72.159996,984.279968,1876.160034,3021.919922,41.799999,53.239998,231.440002,47.959999
820.159973,2141.040039,354.639984,744.47998,96.360001,365.200012,94.159996,76.120003
662.200012,1369.719971,618.200012,774.400024,152.679993,90.639999,288.200012,73.040001
182.160004,3011.800049,233.639999,112.199997,80.959999,61.16,94.159996,634.47998
194.919998,2593.800049,10882.51953,1465.199951,163.679993,123.639999,217.360001,13.64
828.52002,1561.119995,262.679993,7657.319824,30.799999,569.799988,32.560001,88.440002
98.120003,7692.080078,2568.280029,348.480011,44.880001,242,137.279999,45.32
89.32,2249.280029,1565.079956,663.080017,47.52,366.079987,33.880001,115.720001
100.760002,1620.079956,646.799988,613.799988,41.799999,126.279999,169.839996,2251.040039
72.599998,1458.160034,1126.839966,1083.719971,114.400002,340.559998,601.919983,64.68
608.080017,3927,14015.32031,787.159973,56.32,66.440002,77.440002,65.559998
43.119999,5731,1731.400024,272.359985,91.080002,54.119999,110.879997,376.200012
627.880005,1305.920044,1411.959961,685.960022,191.839996,65.120003,307.559998,236.279999
69.519997,691.679993,1215.719971,467.279999,22.440001,471.23999,270.600006,77
94.599998,747.119995,2970,465.079987,144.759995,212.959991,90.199997,165
592.679993,2334.639893,599.279968,472.559998,51.48,432.519989,124.959999,396
342.76001,1242.559937,1104.400024,1030.040039,138.600006,79.199997,47.959999,434.720001
218.679993,1341.119995,418,321.200012,83.599998,26.4,260.480011,915.640015
33,2422.639893,282.040009,1689.599976,33.880001,289.519989,320.320007,94.159996
183.479996,4855.839844,2658.040039,103.400002,98.559998,465.519989,69.080002,117.919998
157.960007,2296.360107,2813.359863,846.559998,133.319992,188.319992,121.879997,86.68
124.959999,684.640015,8064.319824,200.639999,220.880005,80.519997,132.880005,129.360001
31.24,1487.199951,10276.2002,183.479996,38.720001,200.639999,448.359985,209
77.879997,10776.47949,1217.920044,795.080017,90.639999,194.479996,332.200012,97.239998
383.23999,1162.47998,613.799988,382.359985,95.479996,121,384.119995,242
37.400002,1931.160034,904.200012,3083.080078,256.519989,64.239998,44.439999,710.159973
544.719971,1645.160034,1213.959961,290.839996,359.040009,32.119999,45.32,168.520004
568.039978,2745.159912,764.279968,1811.47998,117.919998,174.679993,148.720001,210.319992
116.599998,1081.079956,1411.079956,73.040001,869.880005,52.360001,575.960022,579.919983
569.799988,678.039978,1848.880005,284.679993,118.360001,61.16,129.800003,478.720001
245.959991,3307.47998,3697.76001,1236.839966,59.400002,371.799988,94.599998,382.359985
162.360001,3103.76001,1495.119995,751.080017,62.919998,23.76,549.119995,37.84
40.040001,2077.679932,1102.640015,293.040009,485.76001,154,688.599976,49.279999
311.519989,533.719971,537.679993,1073.599976,100.760002,140.360001,105.159996,97.68
438.23999,3586.879883,2403.719971,87.120003,71.279999,46.200001,637.119995,56.32
65.120003,435.160004,5404.080078,2426.600098,258.279999,162.360001,121.440002,341.440002
79.199997,1397,1664.079956,147.399994,207.240005,88,304.040009,66.879997
287.320007,678.47998,989.119995,587.840027,34.32,205.039993,74.800003,120.559998
164.119995,10393.24023,135.080002,91.080002,302.279999,146.520004,75.68,156.199997
53.68,3207.600098,520.52002,1833.040039,57.639999,419.320007,348.480011,94.159996
119.239998,902.440002,644.159973,1850.640015,44,486.200012,152.679993,93.720001
421.519989,2042.920044,1109.23999,663.080017,424.600006,297.880005,473,111.760002
78.760002,1688.719971,196.240005,484.440002,118.800003,63.360001,100.760002,498.519989
500.279999,989.559998,802.119995,2931.719971,48.400002,296.559998,128.919998,168.080002
55.439999,1179.199951,1464.319946,1316.47998,85.360001,236.720001,277.639984,57.200001
84.040001,2086.47998,4291.759766,135.520004,62.48,312.399994,146.080002,51.48
531.52002,160.600006,642.840027,853.159973,128.919998,122.32,187,189.639999
154,857.559998,21509.40039,1857.679932,42.239998,135.520004,209.880005,214.279999
40.48,692.119995,534.159973,132.880005,88,442.200012,287.320007,286
695.640015,1927.640015,2046.439941,288.200012,67.32,620.400024,128.919998,126.720001
324.279999,1193.280029,437.799988,1455.52002,54.119999,406.119995,93.279999,107.800003
82.279999,2717.879883,4395.600098,544.279968,118.360001,142.119995,223.520004,247.720001
69.959999,986.919983,2772.879883,168.080002,220.440002,158.839996,391.600006,280.279999
152.240005,2425.280029,1090.319946,329.559998,145.199997,106.040001,441.76001,128.479996
897.599976,6034.600098,496.320007,2438.919922,78.760002,79.199997,100.32,65.120003
486.639984,1550.119995,748.880005,1490.280029,351.559998,465.519989,75.239998,153.119995
53.239998,2472.360107,1233.319946,218.679993,121.440002,458.040009,56.759998,182.160004
47.959999,653.840027,233.199997,1026.959961,114.400002,73.919998,545.159973,231.880005
236.279999,1014.640015,6709.120117,776.159973,137.279999,53.68,350.23999,153.559998
597.52002,1907.839966,21195.67969,498.959991,121.879997,183.039993,333.079987,123.199997
297,1314.719971,1608.199951,241.119995,121,40.919998,1235.959961,52.360001
102.959999,382.799988,14242.36035,1721.280029,47.959999,53.239998,102.080002,246.839996
28.6,2267.76001,2407.679932,513.47998,232.319992,70.839996,120.120003,257.839996
55.439999,660.440002,2020.040039,982.52002,79.639999,793.76001,146.960007,106.040001
569.359985,2181.080078,474.76001,851.400024,150.919998,89.32,81.400002,31.68
104.720001,1063.920044,3787.080078,579.039978,61.16,73.040001,80.519997,294.359985
271.920013,2515.919922,4686.439941,4171.640137,147.839996,49.720001,64.68,102.959999
623.919983,2879.800049,913.880005,352.880005,52.360001,229.679993,40.040001,80.519997
122.760002,2288.439941,745.359985,378.399994,56.759998,203.720001,131.559998,88
102.519997,8749.839844,1074.47998,1034.439941,74.800003,161.919998,130.240005,244.639999
83.159996,2612.280029,1572.119995,1239.47998,118.360001,157.080002,65.120003,286
883.52002,1334.52002,733.039978,363.440002,93.279999,403.040009,47.079998,49.720001
132.880005,1377.199951,2180.199951,245.080002,46.200001,84.040001,203.720001,130.240005
33.880001,2668.159912,1816.319946,1192.400024,424.160004,289.079987,88.440002,130.240005
117.040001,4264.919922,3523.959961,192.720001,34.32,146.960007,325.600006,84.919998
374.880005,1302.839966,124.519997,898.039978,121.879997,93.720001,127.599998,118.360001
325.160004,643.279968,2131.800049,865.919983,67.760002,60.279999,875.599976,201.520004
120.120003,1184.040039,1107.47998,224.839996,363.440002,31.68,238.479996,50.16
720.719971,1517.559937,4054.600098,902,160.600006,73.919998,366.519989,142.119995
483.559998,10108.12012,639.320007,1150.160034,35.200001,390.279999,58.52,93.720001
73.480003,1953.599976,252.559998,1305.47998,49.279999,48.400002,290.399994,212.080002
34.759998,910.799988,791.119995,1316.920044,74.800003,73.480003,154.440002,1026.52002
105.599998,782.76001,687.719971,454.519989,179.520004,251.240005,57.639999,555.719971
285.119995,1107.47998,6758.399902,422.839996,47.52,238.919998,147.839996,178.639999
44.880001,2833.600098,741.400024,154.440002,73.480003,183.479996,139.479996,397.76001
135.080002,1287.880005,792.440002,96.360001,77,256.519989,103.839996,88
370.040009,1114.52002,1058.640015,2034.119995,49.720001,646.359985,251.240005,70.400002
1078.880005,998.799988,1454.199951,921.359985,33.439999,104.720001,121.879997,44.880001
87.559998,2175.360107,3529.23999,1240.800049,87.559998,29.48,73.040001,128.479996
107.800003,16455.56055,3302.639893,1701.920044,124.519997,57.200001,129.800003,150.919998
110,12501.71973,4727.799805,425.040009,107.800003,137.720001,179.520004,219.119995
71.279999,2234.76001,1221.880005,135.960007,33.439999,66,67.32,89.32
61.16,896.279968,681.119995,1454.640015,137.720001,231,67.32,62.919998
228.360001,1686.959961,2118.159912,1724.359985,40.040001,94.159996,238.479996,345.399994
109.120003,2595.119873,3088.359863,1447.599976,391.600006,90.199997,51.919998,161.919998
62.040001,1697.079956,4025.560059,278.519989,107.800003,68.199997,54.119999,240.240005
1461.23999,3736.919922,2423.959961,779.23999,31.68,572.440002,74.800003,62.48
40.040001,842.599976,555.719971,105.159996,253,175.119995,37.84,248.160004
294.359985,2078.560059,727.76001,300.959991,48.84,70.400002,289.959991,50.16
462.880005,1345.959961,11483.55957,2267.320068,41.799999,118.360001,58.959999,136.839996
94.599998,1955.359985,893.640015,322.959991,185.240005,491.040009,36.079998,418
777.919983,936.76001,223.080002,1685.199951,115.279999,51.040001,169.399994,45.759998
53.239998,1292.280029,500.279999,192.720001,557.919983,352.440002,85.360001,309.76001
307.559998,4106.52002,1527.23999,417.559998,118.360001,101.639999,135.080002,75.68
85.800003,1136.52002,977.23999,414.040009,245.959991,638,47.52,219.119995
216.919998,650.76001,831.159973,1140.47998,209.440002,105.599998,222.639999,182.600006
310.200012,843.039978,3219.040039,920.039978,190.959991,100.760002,140.360001,130.240005
286.880005,5992.359863,393.799988,1130.359985,65.120003,528.440002,46.200001,237.600006
101.639999,1066.559937,782.76001,618.200012,59.400002,377.079987,635.799988,92.400002
1182.280029,1386,502.480011,233.199997,106.479996,172.479996,294.359985,200.199997
113.519997,656.47998,203.720001,2008.599976,123.199997,55.439999,568.47998,113.519997
1795.640015,1106.160034,120.120003,1348.160034,78.32,207.679993,409.200012,229.240005
67.32,1148.400024,3447.840088,663.52002,107.800003,122.32,772.200012,64.239998
357.279999,3654.199951,2398,576.840027,112.199997,89.760002,421.959991,64.239998
1063.920044,1070.52002,1976.040039,1087.680054,78.760002,71.279999,85.800003,121
234.080002,1507.880005,709.279968,2773.320068,69.519997,1085.920044,938.52002,213.839996
488.839996,1010.23999,3459.280029,1167.319946,266.200012,403.919983,210.759995,79.639999
890.559998,1752.52002,9983.599609,534.599976,53.239998,410.519989,97.68,29.48
183.039993,3437.280029,759.880005,370.919983,58.079998,77.879997,135.080002,234.080002
320.320007,6058.799805,652.960022,2711.719971,65.120003,78.760002,122.760002,84.040001
112.199997,10052.67969,7822.319824,379.720001,470.359985,353.76001,108.68,241.559998
53.239998,7004.799805,1243.880005,819.719971,104.720001,205.919998,36.079998,166.759995
57.639999,1128.160034,6267.799805,696.52002,63.799999,44.439999,509.519989,29.92
68.199997,1237.280029,541.200012,287.76001,267.079987,192.279999,33,49.279999
99.879997,1498.640015,1312.52002,1127.280029,66,36.959999,102.080002,104.279999
32.560001,2148.52002,328.679993,844.359985,27.719999,214.720001,259.160004,317.23999
314.160004,2561.679932,1638.119995,329.119995,109.120003,132.440002,212.080002,227.479996
103.839996,2201.320068,1336.719971,376.200012,65.120003,110.440002,205.919998,396.880005
330,1545.280029,10346.59961,530.640015,58.079998,53.239998,663.080017,51.040001
481.359985,2222,1400.079956,339.23999,162.360001,198.440002,293.480011,123.199997
155.759995,5102.680176,516.119995,593.119995,75.239998,110,116.599998,183.919998
294.799988,692.119995,803,278.959991,15.4,60.279999,59.400002,43.560001
178.199997,2782.560059,525.799988,1279.959961,93.279999,92.400002,91.959999,376.200012
66.879997,9296.759766,821.47998,88.440002,139.039993,49.720001,131.559998,110
385.880005,1181.400024,1791.679932,1539.119995,46.200001,31.24,169.399994,1317.800049
356.839996,896.279968,1089.880005,4341.47998,59.400002,117.919998,94.159996,192.279999
76.559998,4676.319824,746.679993,3402.959961,108.239998,86.68,506.440002,306.679993
997.919983,8408.400391,3843.399902,625.679993,161.479996,167.199997,50.599998,154
218.240005,1219.23999,1141.359985,1381.599976,80.519997,51.919998,78.760002,591.799988
116.159996,1325.719971,710.599976,128.039993,113.080002,90.639999,81.839996,310.639984
93.279999,1943.47998,1189.76001,124.519997,43.560001,43.119999,215.160004,121.440002
96.360001,2164.360107,1742.400024,1071.839966,517,22.879999,161.479996,242
342.76001,3054.47998,99,1270.280029,99,257.839996,143.880005,165
167.199997,834.679993,347.160004,113.519997,147.399994,230.119995,303.160004,184.360001
437.359985,956.119995,938.960022,253,86.239998,120.120003,254.319992,132
187,957,431.639984,2145.439941,44.880001,91.519997,150.919998,41.799999
316.799988,2846.800049,2486.879883,877.359985,336.600006,598.400024,55.439999,80.959999
70.400002,12534.28027,2228.600098,1412.839966,30.799999,71.720001,150.479996,32.560001
456.720001,15184.40039,870.320007,1433.959961,41.799999,88,84.919998,88.440002
286,1339.359985,631.400024,2119.040039,88.440002,43.119999,168.520004,182.600006
192.720001,1606,617.76001,867.23999,93.279999,143.880005,295.23999,237.600006
342.320007,12862.95996,667.919983,177.319992,242.440002,212.520004,94.159996,186.559998
119.239998,2748.679932,399.079987,602.359985,327.799988,63.360001,52.360001,109.559998
51.919998,882.200012,3557.399902,1588.839966,105.159996,143.440002,128.039993,50.599998
117.479996,626.559998,436.040009,2637.800049,72.159996,325.160004,191.399994,76.559998
117.919998,869,5298.47998,737.440002,157.960007,301.399994,105.599998,494.559998
94.159996,1841.839966,5779.399902,276.320007,81.400002,367.399994,1618.319946,148.279999
86.68,1559.359985,783.200012,2840.639893,166.319992,78.32,308.880005,326.920013
74.800003,1906.079956,6403.759766,106.479996,117.479996,582.119995,183.919998,190.520004
70.839996,2551.560059,212.520004,971.52002,245.959991,145.199997,218.240005,83.159996
168.959991,875.599976,1118.040039,578.599976,154,50.16,367.839996,101.199997
195.360001,1255.319946,1181.839966,2041.599976,42.239998,76.559998,89.760002,432.519989
69.080002,3015.320068,575.960022,51.040001,73.480003,51.919998,36.079998,117.919998
165,14043.91992,460.679993,173.800003,37.84,416.23999,119.68,112.199997
452.76001,7938.47998,1832.599976,3513.840088,63.360001,251.679993,99.440002,159.720001
69.080002,1419.439941,1346.839966,154.440002,60.279999,265.320007,125.839996,264.880005
861.080017,860.200012,8758.200195,931.039978,101.639999,167.199997,935,307.119995
419.320007,1017.279968,6125.680176,218.240005,26.84,115.279999,96.800003,676.279968
1305.47998,10972.28027,1237.719971,1210.880005,121.440002,219.559998,54.119999,718.080017
789.799988,4138.640137,2013.880005,311.519989,85.360001,179.520004,653.400024,356.839996
602.359985,6091.359863,4020.719971,1150.599976,60.720001,231.880005,198.880005,97.68
313.720001,1273.800049,2034.559937,462,101.639999,83.599998,117.919998,91.080002
246.399994,2503.159912,2892.560059,698.279968,238.479996,205.479996,99.879997,30.799999
126.279999,997.039978,1327.920044,583.440002,98.559998,69.519997,29.92,174.679993
706.640015,3021.919922,800.799988,173.800003,434.720001,385.880005,50.16,190.520004
144.319992,1246.959961,2166.560059,404.799988,907.279968,47.079998,47.959999,143.880005
1393.040039,1346.400024,1194.160034,394.23999,247.720001,88,34.759998,1131.23999
74.360001,787.159973,704.880005,888.359985,282.040009,64.239998,41.360001,817.080017
40.919998,2090.439941,329.119995,3555.639893,37.400002,71.279999,48.84,102.959999
86.239998,11445.71973,1377.199951,985.159973,49.279999,402.600006,87.120003,67.32
175.559998,2477.639893,668.359985,730.400024,134.199997,117.919998,67.760002,60.279999
96.360001,10861.83984,415.359985,430.320007,302.720001,383.679993,96.360001,94.599998
45.759998,2636.47998,5529.47998,1371.040039,102.080002,441.76001,150.479996,412.720001
734.799988,6008.640137,11824.12012,408.76001,43.560001,150.039993,176.880005,68.639999
73.480003,2575.320068,597.960022,2988.47998,150.039993,279.399994,319.880005,95.040001
286,1277.76001,2152.47998,7195.759766,46.639999,42.68,88.440002,110.440002
338.799988,893.640015,36406.48047,1069.640015,100.760002,285.559998,87.559998,219.119995
131.559998,1606.439941,1298.439941,370.480011,73.919998,61.599998,93.279999,235.839996
266.200012,1716,3723.719971,201.959991,83.599998,156.639999,57.639999,413.600006
47.959999,1696.199951,3262.600098,2753.080078,121,113.519997,58.079998,317.679993
79.199997,3343.560059,1351.679932,1308.559937,65.559998,66.440002,101.639999,204.160004
58.52,1755.599976,506.440002,357.279999,187.440002,219.559998,133.759995,262.679993
134.639999,1510.52002,435.160004,893.640015,29.48,921.359985,137.279999,108.239998
312.839996,1109.680054,5457.759766,3017.080078,157.080002,432.959991,72.599998,95.040001
51.040001,1063.040039,632.719971,449.679993,113.959999,62.040001,265.320007,128.479996
711.47998,1920.599976,11583,161.479996,64.68,495.440002,93.720001,90.639999
89.32,1833.920044,937.640015,360.359985,69.519997,73.480003,117.479996,788.039978
286.440002,6017.439941,1781.119995,2926.879883,31.68,79.199997,376.200012,38.279999
