null,lib,egka,EGKA,GGKA,GSKV,GGKV
115.290001,73.080002,958.22998,1336.22998,622.440002,217.979996,92.610001
181.440002,270.899994,1030.679932,2254.139893,1014.299988,113.400002,132.929993
155.610001,126.629997,3185.909912,2346.75,393.75,219.240005,79.379997
201.600006,184.589996,4662.629883,2519.369873,435.959991,168.209991,91.979996
333.899994,151.199997,2100.419922,771.75,908.460022,124.739998,524.789978
154.350006,226.800003,2392.73999,4455.989746,749.700012,111.510002,98.279999
151.199997,73.080002,153.089996,3259.619873,378.630005,84.419998,189.630005
149.309998,411.389984,1636.109985,774.27002,248.220001,129.149994,105.209999
190.259995,131.039993,1617.209961,1719.27002,265.859985,214.830002,166.319992
234.360001,88.199997,686.700012,446.040009,268.380005,71.190002,141.75
136.080002,259.559998,3945.689941,993.51001,5627.160156,172.619995,153.720001
131.669998,78.75,2959.109863,1272.599976,553.140015,309.959991,321.929993
196.559998,413.910004,2186.100098,1731.869995,1514.52002,119.07,182.069992
61.110001,229.319992,821.52002,3480.75,1730.609985,44.73,75.599998
187.740005,85.68,652.679993,1862.280029,430.919983,175.139999,112.769997
51.66,124.739998,1494.98999,3456.810059,965.789978,180.179993,260.190002
148.679993,149.309998,968.309998,1595.790039,404.459991,144.270004,177.660004
122.220001,131.669998,1881.809937,4878.719727,1755.179932,182.699997,63
169.470001,442.889984,1474.829956,2518.109863,1426.949951,136.709991,137.339996
236.880005,59.849998,3184.649902,3548.159912,341.459991,138.600006,211.679993
112.769997,392.48999,1977.569946,742.77002,408.23999,108.360001,362.25
66.150002,88.830002,1009.890015,2847.600098,977.130005,148.050003,103.32
102.059998,107.099998,2880.359863,2559.060059,97.019997,168.839996,151.199997
251.369995,341.459991,2818.619873,1362.689941,1002.960022,294.839996,74.970001
73.709999,149.940002,221.759995,1669.5,577.080017,388.709991,119.699997
153.720001,149.309998,2467.709961,2300.129883,2228.939941,187.110001,205.380005
80.010002,325.709991,751.589966,1777.859985,820.890015,108.989998,57.959999
214.830002,379.26001,1329.300049,1335.599976,950.039978,66.779999,180.809998
101.43,803.880005,1140.929932,1004.849976,1307.25,104.580002,264.600006
56.700001,228.690002,2985.570068,2862.719971,1131.47998,142.380005,76.229996
95.760002,203.490005,7691.669922,1936.619995,1148.48999,65.519997,117.18
129.149994,81.269997,543.690002,1768.410034,382.410004,140.490005,44.099998
110.879997,203.490005,1437.030029,1746.359985,1283.309937,149.309998,217.349991
48.509998,168.839996,440.369995,1343.790039,1764.630005,79.379997,88.199997
48.509998,81.900002,582.119995,3199.139893,1762.73999,51.66,94.5
180.179993,42.84,898.380005,1868.579956,2255.399902,68.040001,144.899994
184.589996,118.440002,2470.22998,3336.47998,3104.639893,143.009995,154.979996
56.700001,71.190002,1523.969971,2135.699951,4052.159912,381.779999,135.449997
141.119995,186.479996,994.77002,1777.22998,1288.349976,122.849998,144.270004
67.409996,166.319992,1980.719971,1316.069946,1486.170044,55.439999,81.900002
149.309998,521.640015,1244.880005,3765.51001,721.349976,90.089996,111.510002
180.809998,107.729996,2061.98999,1157.939941,1248.030029,104.580002,211.050003
183.959991,121.589996,2181.060059,1191.329956,463.049988,143.009995,194.039993
63.630001,106.470001,1186.290039,3178.350098,817.109985,221.130005,107.099998
193.410004,120.330002,980.279968,1900.079956,792.539978,92.610001,115.290001
89.459999,71.82,369.809998,2865.23999,861.210022,303.029999,282.23999
103.32,308.070007,795.059998,3971.52002,1842.119995,139.860001,83.790001
112.769997,132.300003,815.219971,1389.150024,1900.079956,151.199997,45.360001
148.050003,293.579987,992.880005,2448.810059,3441.060059,74.970001,52.290001
98.909996,48.509998,2023.559937,1111.319946,1697.849976,139.860001,185.220001
131.039993,162.539993,1803.689941,2203.73999,184.589996,85.68,91.349998
117.18,111.510002,740.25,1822.589966,461.790009,119.699997,201.600006
138.600006,100.800003,3249.540039,1924.02002,2470.859863,136.080002,123.479996
298.619995,107.099998,1750.140015,1462.22998,1552.319946,84.419998,292.320007
139.229996,161.279999,1721.790039,1714.859985,815.849976,229.949997,224.910004
108.360001,190.889999,801.98999,1162.97998,1905.119995,102.690002,60.48
159.389999,88.199997,1159.829956,1144.709961,940.589966,97.019997,114.029999
131.669998,226.800003,682.289978,2853.27002,3031.560059,153.089996,97.019997
161.910004,549.359985,3047.310059,1411.199951,464.940002,68.040001,138.600006
84.419998,112.769997,1192.589966,2835,3297.419922,73.080002,73.709999
82.529999,309.959991,2009.699951,347.76001,325.079987,95.129997,132.929993
214.830002,199.709991,2429.280029,1894.410034,357.209991,118.440002,139.229996
152.459991,95.129997,730.799988,3216.780029,1639.890015,338.309998,386.190002
71.82,151.199997,698.669983,1910.790039,2811.689941,49.77,108.989998
97.650002,106.470001,2239.02002,1605.869995,261.450012,199.080002,150.569992
136.709991,279.720001,1084.859985,2971.709961,2642.219971,93.870003,189.630005
124.739998,119.07,477.540009,2128.77002,886.409973,221.759995,137.339996
154.979996,153.089996,625.589966,3031.560059,2822.399902,66.150002,110.879997
205.380005,120.330002,774.900024,1677.689941,1159.829956,185.220001,243.809998
134.819992,192.779999,194.669998,1646.189941,817.73999,239.399994,114.029999
181.440002,71.82,878.219971,4235.489746,1588.22998,85.68,177.029999
86.940002,180.809998,551.880005,1836.449951,606.690002,103.949997,86.940002
131.669998,481.320007,3024,7101.989746,1057.140015,68.040001,126
395.639984,143.639999,510.929993,3989.790039,2027.339966,204.119995,129.779999
151.830002,405.720001,825.929993,1053.359985,76.229996,595.349976,71.82
105.209999,102.059998,510.299988,2359.350098,2183.580078,160.649994,260.190002
107.729996,116.549995,2544.570068,1752.660034,718.830017,127.260002,104.580002
136.080002,138.600006,1660.049927,4070.429932,2203.73999,126.629997,126.629997
129.149994,357.839996,391.859985,471.869995,2155.22998,97.650002,134.190002
196.559998,766.710022,4616.640137,1229.76001,342.720001,132.300003,125.370003
80.010002,120.330002,2055.689941,3292.379883,927.359985,105.839996,214.830002
231.839996,297.359985,2189.25,1941.660034,1159.829956,64.260002,91.349998
112.769997,127.260002,541.169983,5407.919922,3649.590088,71.82,245.069992
320.669983,206.009995,149.940002,1645.559937,2006.549927,90.089996,568.26001
231.839996,136.709991,914.76001,2073.330078,2319.030029,333.899994,211.679993
162.539993,165.059998,1570.589966,2698.290039,3514.139893,103.949997,979.649963
263.339996,159.389999,1248.030029,3257.099854,1634.219971,54.18,106.470001
144.270004,161.279999,1212.75,401.940002,50.400002,109.620003,121.589996
118.440002,118.440002,1393.559937,5843.25,381.149994,68.669998,141.119995
43.470001,175.139999,3198.51001,1649.339966,2562.840088,75.599998,110.25
171.990005,202.229996,825.929993,782.460022,195.929993,355.950012,80.639999
95.129997,164.429993,657.719971,1976.309937,974.609985,166.949997,151.830002
246.330002,153.089996,2189.879883,4008.060059,589.679993,60.48,145.529999
209.789993,168.839996,3221.820068,3174.570068,2785.859863,51.029999,98.909996
159.389999,148.679993,2216.969971,4794.299805,371.700012,157.5,102.690002
151.830002,252.630005,1122.660034,3704.399902,1934.099976,80.639999,293.579987
167.580002,233.099991,564.47998,1317.329956,1247.400024,202.860001,240.029999
163.169998,259.559998,3381.209961,1854.089966,371.700012,185.850006,163.800003
118.440002,170.100006,1463.48999,2231.459961,1381.589966,99.540001,456.75
54.810001,137.339996,4038.929932,1603.349976,309.959991,127.260002,68.040001
51.66,118.440002,692.369995,1908.900024,2523.149902,120.959999,172.619995
389.339996,86.940002,1726.829956,3262.139893,123.479996,124.110001,95.129997
136.080002,91.349998,626.849976,1164.869995,2391.47998,54.18,100.800003
144.899994,78.120003,1362.689941,3818.429932,456.75,148.050003,117.809998
115.919998,260.190002,2016.630005,2955.330078,1890,93.870003,242.550003
272.790009,159.389999,189.630005,7739.549805,1487.429932,190.259995,142.380005
137.339996,95.129997,1394.189941,686.070007,408.869995,139.860001,156.240005
192.779999,171.990005,7307.370117,1622.880005,1375.920044,322.559998,73.080002
143.639999,78.75,1547.280029,1659.420044,783.089966,132.300003,154.350006
149.940002,70.559998,1816.290039,3980.969971,1198.26001,104.580002,112.139999
107.729996,153.089996,354.059998,4716.180176,863.72998,650.159973,112.139999
68.040001,267.119995,141.119995,1015.559998,1860.390015,225.539993,132.300003
59.849998,150.569992,3158.820068,1482.390015,892.080017,191.520004,97.650002
168.839996,280.350006,2048.76001,1247.400024,3001.320068,156.240005,111.510002
128.520004,93.239998,1862.280029,2855.790039,149.309998,72.449997,43.470001
248.220001,78.75,4609.080078,2859.570068,940.589966,165.690002,83.790001
149.309998,180.179993,3131.72998,2929.5,2748.689941,124.739998,81.900002
58.59,97.650002,2174.129883,1169.910034,566.369995,93.239998,141.119995
250.110001,306.179993,2890.439941,2836.26001,6522.390137,94.5,156.869995
211.050003,159.389999,1014.299988,2852.639893,1833.299927,318.149994,63.630001
286.019989,89.459999,473.76001,1084.22998,817.109985,76.229996,129.779999
233.099991,105.839996,1021.859985,1947.959961,1840.859985,110.879997,373.589996
73.080002,108.360001,2059.469971,1309.77002,866.25,233.729996,130.410004
170.729996,141.119995,1976.939941,1152.900024,1249.290039,75.599998,304.919983
68.669998,232.470001,512.190002,1935.98999,824.669983,120.330002,292.320007
151.830002,115.919998,1527.75,3558.23999,1834.559937,102.059998,147.419998
137.339996,126.629997,764.190002,512.820007,1976.309937,178.289993,66.150002
239.399994,210.419998,498.329987,1891.26001,1157.939941,156.869995,144.270004
74.970001,129.149994,490.769989,4414.410156,187.740005,159.389999,131.039993
134.190002,102.059998,1564.290039,3440.429932,787.5,284.76001,147.419998
189,73.709999,1302.839966,1393.559937,303.029999,100.800003,258.929993
263.970001,267.119995,941.219971,2152.080078,388.709991,144.899994,156.240005
134.819992,91.979996,1505.069946,1184.400024,4583.25,130.410004,59.220001
252.630005,155.610001,602.279968,8213.30957,1959.929932,154.350006,109.620003
156.240005,299.25,1245.51001,2057.580078,968.309998,134.819992,91.349998
98.909996,112.139999,1243.619995,2777.669922,3037.859863,169.470001,83.159996
126,126.629997,1008.630005,5250.419922,1983.869995,47.880001,188.369995
112.139999,116.549995,1146.599976,687.960022,2244.689941,106.470001,131.039993
117.809998,151.830002,1242.359985,6460.02002,392.48999,171.990005,246.959991
118.440002,377.369995,2027.969971,5541.47998,1032.569946,57.329998,147.419998
148.050003,197.190002,1425.689941,3046.050049,295.470001,66.150002,126.629997
183.959991,78.120003,979.649963,1485.540039,2401.560059,208.529999,349.649994
157.5,131.669998,1118.25,1947.959961,624.330017,351.540009,109.620003
156.869995,374.220001,3237.570068,1731.23999,5125.049805,114.029999,131.039993
101.43,168.839996,455.48999,594.089966,4222.890137,93.239998,112.139999
75.599998,228.690002,5062.680176,3220.560059,430.919983,127.889999,110.879997
105.839996,126,2085.929932,2043.089966,343.980011,127.260002,176.399994
64.889999,78.75,4395.509766,1181.880005,2841.929932,119.699997,756.630005
206.639999,170.100006,346.5,1421.910034,964.529968,141.119995,75.599998
170.100006,93.239998,609.210022,420.839996,171.990005,236.25,202.860001
199.709991,126,188.369995,3965.219971,1016.820007,59.220001,373.589996
159.389999,187.740005,2331,1941.030029,3533.040039,117.809998,179.550003
417.059998,86.309998,2576.699951,1918.349976,1135.890015,201.600006,222.389999
98.279999,113.400002,2007.179932,1478.609985,1078.559937,142.380005,172.619995
233.729996,170.100006,1833.299927,1966.22998,999.809998,91.979996,150.569992
147.419998,204.119995,885.149963,4215.330078,491.399994,109.620003,243.179993
120.959999,431.549988,1752.660034,3082.590088,1159.199951,75.599998,318.779999
90.089996,244.440002,2646.629883,1057.77002,1586.969971,144.899994,260.190002
179.550003,332.01001,2316.51001,2821.139893,1001.070007,91.349998,112.769997
107.099998,116.549995,610.469971,459.269989,1374.030029,77.489998,58.59
58.59,107.099998,2780.189941,1559.880005,126,245.069992,74.339996
93.239998,284.76001,1828.890015,1232.280029,435.959991,82.529999,83.159996
92.610001,105.209999,1178.099976,3241.349854,3965.219971,114.029999,116.549995
104.580002,136.080002,2157.119873,3991.050049,2639.699951,200.970001,110.879997
117.18,403.200012,1769.040039,2535.119873,398.160004,84.419998,107.729996
189,209.789993,294.839996,1041.390015,1210.859985,196.559998,254.520004
239.399994,119.07,1935.359985,287.279999,641.969971,359.100006,55.439999
264.600006,62.369999,3382.469971,1781.640015,728.909973,111.510002,148.679993
40.32,178.289993,1759.589966,1309.140015,4003.02002,85.050003,204.75
166.319992,241.289993,507.779999,3391.919922,2262.959961,97.650002,212.309998
91.349998,97.650002,2976.75,2465.189941,834.119995,202.229996,106.470001
144.270004,329.48999,358.470001,3786.929932,1872.98999,131.669998,485.100006
198.449997,924.839966,3067.469971,1893.780029,741.51001,132.300003,192.779999
149.940002,119.07,873.179993,3253.949951,1242.98999,119.699997,84.419998
100.169998,80.639999,1092.420044,374.850006,292.320007,154.979996,187.110001
250.110001,427.139984,2169.090088,1287.719971,1774.079956,67.409996,74.970001
59.849998,99.540001,257.040009,6415.919922,393.119995,154.350006,180.179993
160.649994,82.529999,890.190002,5438.160156,2233.350098,139.229996,80.010002
289.799988,236.25,1414.349976,1203.300049,81.269997,194.039993,121.589996
57.329998,71.190002,2400.300049,1830.780029,382.410004,131.669998,81.900002
219.240005,165.690002,232.470001,921.690002,529.830017,110.879997,244.440002
207.270004,158.759995,859.320007,2079,4856.040039,57.959999,271.529999
240.660004,319.410004,948.149963,1797.390015,207.899994,63,103.949997
51.66,120.959999,252,1149.75,2141.369873,300.51001,131.669998
166.949997,326.339996,1191.959961,973.97998,345.23999,131.669998,25.200001
100.800003,125.370003,2166.570068,2747.429932,149.940002,151.830002,172.619995
107.099998,128.520004,351.540009,3893.399902,1709.189941,83.790001,232.470001
68.040001,115.290001,794.429993,1695.959961,2506.77002,56.07,51.66
112.139999,345.23999,84.419998,1222.829956,183.959991,223.020004,96.389999
63.630001,338.940002,1016.190002,630,2432.429932,124.739998,146.160004
59.849998,137.970001,1958.040039,4285.890137,399.419983,137.970001,199.709991
40.32,90.089996,1891.26001,2749.320068,1250.550049,381.149994,163.169998
144.270004,238.139999,942.47998,1094.309937,669.690002,84.419998,210.419998
76.229996,233.099991,2128.77002,2281.22998,619.289978,78.75,274.049988
153.089996,109.620003,1600.829956,626.219971,1166.76001,146.789993,184.589996
162.539993,401.309998,3621.23999,1210.859985,258.929993,181.440002,342.089996
139.860001,87.57,4841.549805,4277.700195,1741.949951,134.190002,262.079987
93.870003,88.199997,710.01001,2162.790039,294.209991,83.159996,63.630001
99.540001,116.549995,329.48999,2400.300049,307.440002,61.110001,114.029999
59.220001,298.619995,2273.040039,854.279968,334.529999,55.439999,99.540001
123.479996,168.209991,685.440002,1986.390015,337.049988,156.240005,119.699997
52.290001,105.839996,722.609985,1333.079956,1772.189941,183.330002,174.509995
241.289993,224.279999,4046.48999,1583.819946,470.609985,95.760002,93.870003
78.75,233.099991,731.429993,819,673.469971,186.479996,119.699997
722.609985,176.399994,1549.170044,1246.77002,4012.469971,105.209999,57.959999
107.729996,206.639999,1910.790039,337.049988,2459.52002,282.869995,180.179993
85.050003,137.339996,1460.339966,4087.439941,3321.359863,90.720001,163.169998
59.220001,238.770004,1072.890015,2891.699951,1333.079956,112.769997,102.690002
82.529999,108.989998,533.609985,2788.379883,4837.77002,262.079987,198.449997
210.419998,114.659996,2986.199951,2423.609863,2977.379883,224.910004,202.229996
71.190002,382.410004,2123.100098,5182.379883,2491.02002,182.699997,306.809998
98.279999,163.169998,422.100006,1944.179932,618.659973,129.149994,69.300003
175.770004,146.789993,1316.699951,1718.01001,520.380005,97.019997,160.649994
62.369999,160.649994,1486.800049,3688.649902,1449.630005,240.660004,45.989998
85.68,111.510002,2055.689941,2545.830078,332.01001,126.629997,42.84
119.699997,219.869995,603.539978,3061.169922,6675.47998,270.269989,66.150002
195.929993,169.470001,3501.540039,1855.349976,451.709991,357.209991,216.720001
115.290001,138.600006,1685.880005,1644.299927,1680.839966,97.650002,127.889999
68.040001,126.629997,1313.550049,4781.069824,2003.400024,90.089996,133.559998
98.909996,106.470001,412.649994,1942.920044,815.849976,105.839996,158.130005
0.63,110.879997,2129.399902,1281.420044,1912.049927,129.779999,281.609985
215.459991,169.470001,987.839966,1811.25,361.619995,239.399994,27.719999
37.799999,121.589996,3011.399902,3934.349854,1039.5,184.589996,110.25
39.689999,61.739998,725.130005,1648.079956,777.419983,154.350006,167.580002
98.279999,225.539993,4272.029785,1707.299927,1389.150024,107.729996,168.209991
114.659996,159.389999,862.469971,3189.060059,328.859985,88.199997,45.989998
141.119995,166.319992,187.110001,4009.320068,2709.629883,347.130005,266.48999
90.089996,111.510002,1518.300049,3176.459961,609.210022,111.510002,223.020004
81.900002,384.299988,985.320007,2072.070068,3403.889893,243.179993,82.529999
297.359985,165.059998,554.400024,5179.859863,1190.699951,212.309998,60.48
106.470001,165.690002,2825.550049,5051.339844,703.080017,205.380005,71.82
209.160004,73.080002,781.830017,1542.869995,1985.76001,52.290001,152.459991
161.279999,96.389999,1760.849976,4239.27002,841.049988,106.470001,105.839996
255.149994,197.190002,4088.070068,4411.259766,1424.429932,309.959991,211.679993
171.360001,543.690002,378.630005,6624.449707,1753.290039,231.839996,190.259995
71.190002,178.919998,775.529968,2397.780029,1284.569946,42.209999,113.400002
374.850006,144.270004,847.349976,3090.780029,1310.400024,218.610001,52.290001
61.739998,93.870003,1478.609985,3213.629883,487.619995,110.25,328.859985
197.190002,713.789978,375.480011,2383.290039,974.609985,71.190002,99.540001
131.669998,52.919998,2195.550049,2268,105.839996,160.020004,151.199997
256.410004,345.23999,1139.040039,4147.919922,4500.089844,85.050003,110.879997
203.490005,107.099998,812.700012,1265.040039,2827.439941,228.690002,301.769989
68.040001,56.07,1550.429932,2955.330078,272.160004,163.169998,166.949997
182.699997,375.480011,3270.959961,3204.179932,1198.890015,228.059998,143.639999
114.029999,146.789993,3373.02002,1150.380005,1394.819946,203.490005,202.860001
130.410004,124.110001,2492.909912,541.799988,1493.72998,118.440002,120.330002
132.929993,71.190002,441,496.440002,618.029968,128.520004,167.580002
164.429993,136.080002,2502.98999,1961.819946,1652.48999,101.43,206.639999
180.809998,149.309998,1212.75,3081.330078,3533.669922,61.739998,93.870003
171.990005,455.48999,999.179993,1780.380005,615.51001,192.779999,469.350006
89.459999,141.119995,250.110001,3335.219971,904.049988,115.290001,261.450012
43.470001,127.260002,2980.530029,1808.72998,1603.97998,175.139999,59.849998
250.740005,184.589996,2053.169922,9817.290039,567.630005,85.050003,134.819992
65.519997,96.389999,449.820007,1086.119995,1995.209961,608.580017,99.540001
156.869995,244.440002,1595.790039,4435.200195,2884.139893,119.07,321.299988
214.830002,60.48,977.130005,4925.339844,1541.609985,172.619995,166.319992
126,274.049988,2772.629883,1055.880005,1286.459961,141.75,168.209991
543.690002,44.099998,2686.320068,2066.399902,1735.02002,187.740005,107.729996
165.690002,257.040009,2635.290039,4226.040039,2174.129883,220.5,129.779999
108.989998,82.529999,269.639984,3083.219971,1939.140015,322.559998,617.400024
214.199997,197.190002,927.359985,2623.949951,2671.830078,46.619999,178.289993
555.659973,176.399994,1108.170044,406.350006,361.619995,430.919983,87.57
136.080002,245.699997,1724.939941,3245.76001,391.230011,205.380005,286.649994
181.440002,214.830002,1236.689941,1418.76001,738.98999,242.550003,110.879997
146.789993,248.220001,1621.619995,2547.090088,613.619995,243.809998,165.690002
206.639999,125.370003,3278.52002,1188.809937,745.919983,163.800003,188.369995
202.229996,122.220001,347.76001,2557.169922,711.27002,93.870003,240.660004
206.639999,154.979996,3281.040039,2322.179932,888.299988,367.290009,475.649994
45.360001,102.690002,189,7488.180176,1790.459961,55.439999,74.339996
91.349998,65.519997,1574.369995,1116.359985,1568.069946,112.139999,306.809998
143.639999,69.93,4197.060059,1353.869995,1202.670044,121.589996,212.940002
110.25,126,359.730011,1673.910034,2612.609863,51.66,261.450012
173.880005,83.159996,9452.519531,1869.209961,2446.919922,91.979996,155.610001
97.019997,154.979996,159.389999,4604.040039,712.529968,243.179993,100.169998
149.940002,42.209999,1111.949951,472.5,213.569992,472.5,291.690002
126,73.709999,4605.299805,2235.23999,819.630005,193.410004,341.459991
88.199997,100.800003,2570.399902,938.070007,2077.73999,157.5,217.979996
138.600006,110.879997,574.559998,2159.639893,1639.890015,61.110001,112.139999
216.089996,97.019997,1123.920044,414.540009,1014.929993,214.830002,257.669983
226.169998,185.850006,3023.369873,1817.549927,844.830017,120.330002,179.550003
64.260002,316.26001,196.559998,1689.030029,2398.409912,158.130005,91.979996
658.349976,119.07,1968.119995,1419.390015,173.25,103.949997,168.209991
211.679993,119.699997,619.919983,3039.75,1001.700012,60.48,342.720001
283.5,102.059998,198.449997,3395.070068,1235.429932,207.270004,126
206.009995,157.5,597.23999,2728.530029,677.25,114.659996,84.419998
218.610001,410.76001,640.710022,459.269989,248.849991,159.389999,146.160004
100.800003,126.629997,686.700012,4226.040039,4447.169922,97.650002,91.349998
85.68,129.779999,1212.75,8644.229492,1030.050049,78.120003,183.330002
97.650002,226.800003,2683.169922,3374.909912,638.820007,272.160004,124.110001
114.029999,137.339996,259.559998,679.77002,236.25,41.579998,59.849998
166.949997,132.929993,1729.97998,2560.320068,434.070007,100.800003,186.479996
120.330002,154.979996,6483.330078,3757.320068,502.73999,96.389999,91.349998
466.829987,170.729996,514.080017,4035.780029,1477.97998,74.970001,81.269997
122.849998,108.360001,308.700012,4091.219971,1482.390015,128.520004,74.970001
78.75,292.320007,2917.530029,3030.929932,3870.719971,103.949997,83.790001
109.620003,98.909996,1453.410034,2499.209961,1078.559937,95.129997,177.029999
96.389999,137.339996,590.309998,1436.400024,476.279999,280.350006,102.059998
177.029999,139.229996,1552.949951,3168.27002,3895.290039,240.660004,202.229996
157.5,222.389999,1518.929932,2402.820068,483.209991,177.660004,392.48999
74.339996,129.149994,849.23999,837.27002,3462.47998,233.099991,89.459999
99.540001,189,451.079987,2756.879883,375.480011,767.339966,183.959991
56.700001,165.690002,2878.469971,2187.98999,1319.849976,245.069992,162.539993
52.919998,184.589996,1843.380005,3441.689941,290.429993,107.099998,88.830002
389.339996,117.809998,1409.939941,2070.810059,2215.080078,92.610001,49.139999
218.610001,224.279999,967.049988,1457.189941,3025.889893,241.289993,88.830002
161.279999,122.849998,812.700012,2369.429932,482.579987,163.169998,343.350006
85.68,106.470001,1015.559998,1839.599976,3837.330078,54.810001,81.269997
226.169998,403.829987,706.22998,4532.219727,965.789978,217.979996,326.970001
134.819992,261.450012,1132.109985,1641.780029,318.779999,97.019997,122.220001
197.190002,86.309998,2457,523.529968,323.190002,299.25,125.370003
217.979996,181.440002,710.01001,6628.859863,153.089996,77.489998,69.300003
203.490005,81.900002,256.410004,2599.379883,965.159973,98.279999,105.839996
98.909996,76.860001,1233.540039,2049.389893,1831.410034,342.089996,488.25
80.010002,343.350006,2101.679932,2927.609863,1333.079956,93.870003,191.520004
105.209999,96.389999,884.52002,3973.409912,260.190002,154.979996,183.330002
299.880005,347.130005,1131.47998,1374.660034,2275.560059,95.129997,142.380005
110.25,246.959991,913.5,1900.079956,1583.189941,429.660004,88.830002
219.869995,115.919998,915.390015,1156.050049,751.589966,253.259995,133.559998
128.520004,203.490005,682.919983,1620.359985,286.019989,75.599998,227.429993
252.630005,150.569992,1606.5,2082.780029,1779.75,83.159996,112.139999
131.039993,143.639999,2010.959961,488.880005,117.809998,263.339996,119.07
153.089996,277.829987,1375.920044,1517.040039,584.01001,139.860001,110.879997
111.510002,987.839966,1047.059937,4204.620117,5658.029785,64.260002,100.169998
160.649994,208.529999,1563.660034,2870.280029,1930.319946,108.989998,112.139999
134.190002,87.57,164.429993,3744.090088,776.789978,144.270004,197.819992
148.050003,165.059998,1208.339966,2534.48999,932.399963,42.84,326.339996
204.119995,127.889999,778.049988,2000.880005,1462.859985,228.059998,242.550003
80.639999,366.029999,1380.329956,1113.839966,728.909973,85.68,221.130005
122.220001,123.479996,477.540009,2118.689941,944.369995,175.770004,102.059998
107.729996,108.360001,903.419983,1509.47998,807.029968,158.130005,47.25
233.099991,85.68,531.719971,1174.319946,1386.630005,105.209999,165.690002
85.68,110.879997,216.720001,2714.040039,719.460022,97.650002,85.68
118.440002,139.860001,1168.650024,924.210022,935.549988,78.120003,99.540001
114.029999,178.919998,682.919983,3347.189941,859.320007,183.330002,267.75
96.389999,218.610001,288.540009,4989.600098,3361.679932,240.029999,174.509995
176.399994,208.529999,1605.23999,2945.879883,2436.209961,57.329998,105.209999
136.080002,97.650002,3296.790039,1572.47998,1689.660034,216.089996,95.760002
89.459999,242.550003,4251.239746,1299.689941,338.309998,151.830002,165.059998
257.040009,200.970001,434.070007,1962.449951,575.820007,191.520004,303.029999
93.870003,68.040001,1757.699951,3204.810059,712.529968,57.959999,178.919998
124.110001,131.039993,4874.310059,4142.25,193.410004,75.599998,98.909996
175.770004,200.970001,306.809998,767.969971,1971.900024,196.559998,161.279999
71.190002,187.740005,2979.899902,1062.179932,417.690002,284.130005,85.68
306.809998,98.909996,1288.349976,3087.629883,1975.049927,136.709991,248.220001
63,200.339996,392.48999,4096.259766,920.429993,206.639999,77.489998
159.389999,84.419998,373.589996,1240.469971,2571.659912,153.720001,147.419998
169.470001,56.700001,211.679993,1134,433.440002,88.830002,182.069992
93.239998,171.990005,1103.130005,1530.27002,2763.810059,158.759995,141.119995
82.529999,357.839996,1904.48999,268.380005,400.679993,66.150002,52.919998
81.900002,96.389999,2637.810059,909.719971,2145.780029,233.099991,229.949997
250.740005,158.130005,1147.22998,1055.880005,423.98999,254.520004,80.639999
88.830002,64.889999,633.150024,3038.48999,498.329987,578.339966,126.629997
115.290001,161.279999,1980.089966,6203.609863,141.119995,314.369995,131.039993
88.830002,366.660004,3629.429932,1334.339966,359.730011,238.770004,140.490005
80.639999,63.630001,852.390015,4278.959961,1333.709961,94.5,398.160004
107.099998,91.979996,526.049988,1751.400024,2392.73999,115.290001,190.259995
107.099998,97.650002,915.390015,1129.589966,282.869995,127.889999,102.690002
78.75,204.75,883.26001,35.91,330.75,85.050003,44.73
127.889999,137.970001,654.570007,2864.609863,1716.75,93.239998,216.720001
73.080002,187.740005,1263.780029,5332.950195,747.179993,132.929993,159.389999
90.720001,397.529999,1892.52002,1714.859985,871.289978,88.199997,147.419998
136.709991,130.410004,199.080002,4876.830078,310.589996,223.020004,180.179993
51.66,81.900002,1127.069946,2935.800049,1035.719971,77.489998,236.25
169.470001,182.069992,626.219971,2443.139893,483.839996,143.639999,400.679993
184.589996,117.18,2625.209961,1261.890015,540.539978,123.479996,191.520004
148.679993,142.380005,652.049988,7198.379883,970.830017,113.400002,89.459999
98.909996,207.899994,3023.369873,1523.969971,593.460022,250.740005,84.419998
73.709999,183.330002,2550.23999,1704.780029,538.02002,182.699997,100.169998
90.720001,178.289993,4180.049805,1166.76001,1185.030029,116.549995,304.919983
278.459991,99.540001,922.320007,3158.820068,2145.780029,215.459991,147.419998
120.959999,90.720001,4905.180176,1769.670044,500.220001,203.490005,120.330002
273.419983,142.380005,637.559998,3817.800049,601.650024,114.659996,312.480011
131.669998,148.679993,988.469971,2246.580078,184.589996,234.360001,324.450012
173.880005,95.760002,362.880005,2021.670044,3493.97998,143.639999,112.139999
191.520004,442.889984,531.089966,2404.080078,422.100006,303.029999,107.099998
212.309998,451.079987,1354.5,3439.800049,2397.780029,71.190002,118.440002
39.060001,110.879997,938.070007,1410.569946,900.27002,158.759995,95.760002
86.940002,543.059998,3633.840088,1695.959961,1169.910034,299.880005,90.089996
198.449997,122.849998,383.669983,1405.530029,2529.449951,100.800003,121.589996
177.029999,352.799988,1660.679932,1322.369995,3082.590088,229.949997,148.679993
102.059998,133.559998,759.779968,2865.23999,410.76001,299.25,88.199997
172.619995,185.850006,3034.080078,1775.339966,398.790009,224.279999,70.559998
90.089996,791.279968,1903.859985,1636.109985,450.449982,79.379997,39.689999
